"Ligand"	"V-OH2"	"S"	"R-OH2"	"G-OH2"	"W1-OH2"	"W2-OH2"	"W3-OH2"	"W4-OH2"	"W5-OH2"	"W6-OH2"	"W7-OH2"	"W8-OH2"	"BV11-OH2"	"BV21-OH2"	"BV31-OH2 "	"BV12-OH2 "	"BV22-OH2 "	"BV32-OH2 "	"Iw1-OH2 "	"Iw2-OH2 "	"Iw3-OH2 "	"Iw4-OH2"	"Iw5-OH2"	"Iw6-OH2"	"Iw7-OH2"	"Iw8-OH2"	"Cw1-OH2"	"Cw2-OH2"	"Cw3-OH2"	"Cw4-OH2"	"Cw5-OH2"	"Cw6-OH2"	"Cw7-OH2"	"Emin1-OH2"	"Emin2-OH2 "	"Emin3-OH2 "	"D12-OH2"	"D13-OH2"	"D23-OH2"	"D1-DRY"	"D2-DRY"	"D3-DRY"	"D4-DRY"	"D5-DRY"	"D6-DRY"	"D7-DRY"	"D8-DRY"	"BV11-DRY"	"BV21-DRY"	"BV31-DRY"	"BV12-DRY"	"BV22-DRY"	"BV32-DRY"	"ID1-DRY"	"ID2-DRY"	"ID3-DRY"	"ID4-DRY"	"ID5-DRY"	"ID6-DRY"	"ID7-DRY"	"ID8-DRY"	"Emin1-DRYs"	"Emin2-DRY"	"Emin3-DRY"	"D12-DRY"	"D13-DRY"	"D23-DRY"	"HL1"	"HL2"	"A"	"CP"	"W1-O"	"W2-O"	"W3-O"	"W4-O"	"W5-O"	"W6-O"	"W7-O"	"HB1-O"	"HB2-O"	"HB3-O"	"HB4-O"	"HB5-O"	"HB6-O"	"HB7-O"	"HB8-O"	"W1-BOTH"	"W2-BOTH"	"W3-BOTH"	"W4-BOTH"	"W5-BOTH"	"W1-O::"	"W2-O::"	"W3-O::"	"W4-O::"	"W5-O::"	"W6-O::"	"W7-O::"	"W8-O::"	"HB1-O::"	"HB2-O::"	"HB3-O::"	"HB4-O::"	"HB5-O::"	"HB6-O::"	"HB7-O::"	"HB8-O::"	"POL"	"Elon"	"EEFR"	"DIFF"	"Volsurf_LogP"	"MW"	"W1-N1"	"W2-N1"	"W3-N1"	"W4-N1"	"W5-N1"	"W6-N1"	"W7-N1"	"W8-N1"	"W1-N:="	"W2-N:="	"W3-N:="	"W4-N:="	"W5-N:="	"W6-N:="	"W7-N:="	"W8-N:="	"W1-N3+"	"W2-N3+"	"W3-N3+"	"W1-O-"	"W2-O-"	"W3-O-"
"smallMol_278"	"734.12"	"527.06"	14246	20090	1472	"1009.25"	"620.5"	293	"120.62"	52	"26.62"	39943	"135.62"	"85.5"	"84.5"	"50.38"	"21.75"	"19.62"	"0.08"	"0.13"	"0.18"	"0.24"	"0.29"	"0.59"	"0.75"	39965	28887	33239	43101	"0.56"	"0.23"	"0.1"	"0.05"	21033	46174	39909	23193	21671	39909	"194.5"	"116.12"	"62.38"	"38.5"	"26.38"	"20.62"	"15.62"	39945	"39.5"	"21.75"	"0.62"	"16.88"	40156	"0.38"	"53.78"	"71.89"	"80.25"	"99.33"	"113.21"	"124.98"	"132.8"	"159.26"	31444	29983	28522	"0.71"	40033	39910	33970	12785	19419	"0.71"	"1055.75"	"404.88"	"77.75"	14	14001	45658	0	"416.25"	"604.38"	"542.75"	279	"115.25"	"50.75"	"26.62"	39943	21	27638	22706	45658	"0.38"	"1766.25"	"867.62"	"388.62"	"61.38"	22920	4	"0.75"	0	"-294.25"	"141.62"	"231.88"	"231.62"	110	48	"25.88"	39943	"34.2"	25538	43101	"0.34"	11749	"369.37"	1823	"1269.38"	811	"367.25"	"174.88"	"70.25"	"25.25"	"1.12"	"1827.62"	"948.75"	"403.25"	"75.38"	"27.88"	"11.25"	4	"0.12"	"396.5"	"61.62"	0	"100.25"	"9.88"	"0.12"
"smallMol_279"	"671.75"	"461.31"	16803	14246	"1409.5"	"1000.88"	"531.75"	207	"102.38"	"44.12"	22951	"0.38"	"124.75"	"124.62"	"123.38"	"28.38"	"25.75"	40171	"0.02"	"0.03"	"0.07"	"0.13"	"0.18"	"0.33"	"0.77"	22282	39967	42767	42005	"0.45"	"0.22"	"0.1"	"0.03"	39970	40030	12540	40033	35704	39858	"295.25"	"196.38"	"135.5"	"101.75"	"77.5"	"56.75"	"43.5"	"29.75"	"61.5"	"59.88"	"13.62"	"34.62"	34	39941	"15.59"	"21.22"	39930	"33.15"	"36.32"	"38.37"	"33.67"	"31.73"	42795	34366	33635	33298	40001	12571	"0.76"	"0.43"	32509	41760	"1029.62"	"395.62"	"41.62"	0	0	0	0	"379.88"	"605.25"	"490.12"	207	"102.38"	"44.12"	22951	"0.38"	40169	40153	32143	"0.5"	0	"1601.88"	"892.38"	"416.75"	"48.5"	22647	0	0	0	"-192.38"	"108.5"	115	"158.5"	"100.75"	"44.12"	22951	"0.38"	"31.87"	40035	42736	"-0.32"	46447	"285.31"	"1547.88"	"1040.88"	"628.62"	"286.5"	"127.38"	"45.5"	"16.25"	3	"1595.88"	"851.88"	"346.25"	"72.5"	"21.38"	"8.5"	"2.75"	"1.12"	"313.75"	"40.88"	"0.62"	"92.88"	"8.25"	"0.62"
"smallMol_280"	"2372.88"	"1405.59"	25204	40058	"3228.5"	"2225.5"	"1421.38"	"718.62"	"404.75"	"226.62"	"109.62"	37	"129.62"	"124.25"	"113.75"	"42.62"	"36.75"	"34.12"	0	"0.01"	"0.01"	"0.02"	"0.05"	"0.08"	"0.12"	"0.25"	39874	21186	39814	"0.51"	"0.29"	"0.16"	"0.08"	19268	32721	30529	14977	39943	16346	"458.62"	"226.62"	"124.12"	"75.12"	"43.25"	"31.38"	"22.75"	"14.25"	28	39959	"16.25"	39945	32356	32264	"22.99"	"39.47"	"40.11"	"49.96"	"52.4"	"70.33"	"75.13"	"181.21"	26330	17199	16103	39934	"17.85"	39890	46082	39847	40026	"0.93"	"2631.25"	"1330.12"	"498.25"	"159.75"	"60.62"	39954	32174	"597.25"	"895.38"	"923.12"	"558.88"	"344.12"	"205.12"	"106.75"	"36.88"	"35.5"	"13.25"	22767	32143	1	"3722.75"	"2305.75"	"1195.5"	"327.25"	"119.38"	"47.88"	40163	13912	"-494.25"	"-80.25"	"225.88"	"391.38"	"285.38"	"178.75"	"93.5"	"34.62"	"124.69"	"30.25"	39814	"-0.69"	46054	"1209.43"	"1176.5"	"608.88"	"273.62"	"107.12"	"53.88"	26	"9.38"	0	"1232.5"	"610.75"	"199.88"	"35.88"	"9.88"	4	"0.88"	0	"130.75"	"21.62"	0	"44.75"	"2.75"	0
"smallMol_281"	"423.62"	"309.68"	13516	44197	"1039.25"	"823.5"	490	"222.62"	"114.38"	"54.5"	17	3	"134.75"	"107.38"	"86.12"	"39.75"	"27.88"	"18.62"	"0.11"	"0.15"	"0.24"	"0.43"	"0.66"	"0.91"	15342	25204	13210	24139	21186	"0.72"	"0.37"	"0.18"	"0.05"	40154	13302	45078	13089	17107	"0.71"	"61.12"	37	22	40161	7	32234	40150	13912	"19.88"	22647	"0.5"	27546	"0.12"	"0.12"	"44.27"	"63.33"	"83.53"	"99.42"	"139.44"	"154.4"	"182.19"	"189.75"	12816	47150	40119	"0.71"	"0.71"	"0.71"	39849	31472	43586	"0.22"	"890.12"	"658.75"	"359.5"	139	56	39951	39935	"149.12"	"164.75"	"130.5"	"83.62"	"58.38"	36	39947	3	45839	45658	"0.38"	"0.12"	0	"1108.88"	"790.12"	"506.5"	"188.62"	"83.12"	"33.62"	14124	22647	"-69.62"	"33.38"	"-16.5"	34	"31.25"	"20.88"	22828	13881	19	39942	43101	"0.84"	"0.35"	"197.19"	"1007.12"	"606.25"	311	"121.5"	"58.75"	24	8	"0.5"	"1078.62"	652	305	"95.88"	"39.25"	"14.88"	"3.75"	"0.25"	"121.5"	18	0	"98.25"	14	"1.25"
"smallMol_282"	"723.5"	"492.11"	17168	15342	"1324.25"	920	"544.25"	"243.38"	"124.88"	"55.5"	40166	22706	"107.5"	"96.75"	"93.75"	32	"27.38"	"21.88"	"0.1"	"0.15"	"0.23"	"0.38"	"0.52"	"0.74"	"0.79"	"0.71"	25235	31778	40118	"0.49"	"0.25"	"0.11"	"0.04"	24624	22433	17319	"15.13"	39937	"13.68"	"179.5"	84	"51.12"	"37.5"	"28.62"	40170	40166	"15.75"	"44.75"	40151	22647	39961	"0.12"	0	26115	"23.89"	"41.61"	"56.5"	"69.71"	"75.9"	"79.98"	"82.42"	39847	28157	13181	27546	40031	40026	16103	17533	27395	44197	996	402	120	"27.62"	10	39934	0	"328.25"	518	"424.25"	"215.75"	"114.88"	54	40166	22706	"13.88"	40153	27426	39934	"0.75"	"1498.5"	"837.88"	"360.38"	"83.38"	"20.75"	4	0	0	"-174.25"	"82.12"	"183.88"	160	"104.12"	"51.5"	40166	22706	"35.02"	39921	1	"0.54"	25204	"361.37"	"1624.5"	"1056.38"	"576.88"	"241.62"	"111.38"	"47.5"	"17.5"	"2.12"	"1584.25"	"846.12"	"310.12"	"69.25"	"30.12"	"12.5"	"2.38"	0	"223.88"	"34.25"	"1.75"	"66.5"	"7.62"	0
"smallMol_283"	"761.12"	"492.66"	19725	12785	"1076.25"	"545.75"	"240.88"	56	"18.75"	39937	"0.88"	0	82	78	60	27668	8	0	"0.03"	"0.05"	"0.1"	"0.35"	"0.54"	"0.83"	13150	0	43132	40118	"0.49"	"0.11"	"0.04"	"0.01"	0	27150	41730	41671	16681	46935	12663	"270.12"	"128.38"	"61.62"	"33.75"	39955	"18.38"	"15.25"	22951	"39.38"	39941	14032	14	14001	13912	"23.31"	"46.3"	"61.31"	"89.47"	"112.94"	"124.95"	"134.95"	"152.7"	46447	44256	31079	15493	40031	46935	"0.3"	"0.13"	11810	30348	"841.25"	"234.12"	40167	0	0	0	0	235	"311.62"	"220.75"	56	"18.75"	39937	"0.88"	0	"17.75"	45809	27395	"0.5"	0	"1344.5"	"688.88"	"237.38"	"20.88"	0	0	0	0	"-268.25"	"-143.12"	39936	"35.12"	"18.75"	39937	"0.88"	0	"38.33"	40035	42736	"0.45"	42826	"328.48"	"996.5"	"705.25"	"476.62"	"232.25"	130	"67.5"	24	"1.75"	"949.38"	"468.75"	"146.25"	"26.75"	"10.38"	"3.38"	1	0	"225.38"	"50.38"	"0.38"	34	"2.62"	0
"smallMol_284"	"723.88"	"461.72"	20821	47119	"1145.62"	"677.25"	"308.25"	"136.5"	"74.62"	"37.5"	13	"0.12"	"148.38"	"140.38"	13971	"42.62"	32	0	"0.08"	"0.14"	"0.27"	"0.46"	"0.59"	"0.73"	"0.96"	44228	17564	17168	"0.67"	"0.3"	"0.16"	"0.08"	"0.03"	40000	35551	20090	"13.75"	30437	11536	"261.12"	"114.88"	"64.12"	"32.12"	40165	12	39939	32174	"25.75"	11	45748	22890	27485	1	45992	39923	"30.98"	"44.54"	"55.73"	"67.32"	"63.48"	"111.89"	12816	39905	40057	14977	"0.87"	24108	42370	42736	12114	31413	890	"365.62"	"103.5"	36	14	40150	0	"255.62"	"311.62"	"204.75"	"100.5"	"60.62"	"34.38"	13	"0.12"	45689	"0.5"	0	0	0	"1347.62"	756	"323.5"	"60.88"	"23.38"	14124	40149	0	-202	"-78.75"	"-15.25"	"75.62"	"51.25"	40175	32417	"0.12"	"35.35"	26785	45658	"0.53"	32540	"312.45"	"878.38"	"624.25"	390	"183.12"	"93.25"	37	"7.88"	0	"908.88"	"581.5"	"326.62"	"135.75"	"65.38"	30	"5.75"	0	"179.25"	"20.5"	0	"119.12"	"18.88"	0
"smallMol_285"	"638.5"	"454.73"	39904	15707	"1445.38"	"1063.38"	"646.5"	"276.62"	"135.75"	"61.62"	39950	40149	"144.75"	"125.38"	"120.38"	"44.38"	"24.38"	"22.75"	"0.04"	"0.05"	"0.08"	"0.15"	"0.28"	"0.53"	44562	35431	43160	12451	15342	"0.61"	"0.3"	"0.14"	"0.04"	18050	43252	41426	26420	26969	16285	"222.38"	"137.75"	"102.5"	"74.25"	"54.38"	"43.88"	"35.75"	39961	"88.38"	14154	27454	"50.12"	4	"0.25"	39843	"48.59"	"66.01"	"87.74"	"108.77"	"126.09"	"137.5"	"154.68"	34001	34001	27061	11810	23468	"0.87"	11689	"0.83"	12844	16438	"1057.88"	"464.25"	"132.38"	40172	45901	40150	"0.12"	"387.5"	"599.12"	"514.12"	"251.5"	"126.5"	"58.5"	"17.38"	40149	"36.88"	"16.88"	14062	40150	"0.62"	"1609.75"	916	"454.38"	"109.88"	40167	39939	13912	"0.75"	"-164.38"	"147.38"	"192.12"	"166.75"	"115.62"	"55.12"	40162	13881	"28.99"	41275	41275	"0.59"	40148	"280.29"	"1407.75"	"1101.38"	"742.12"	"371.5"	"202.38"	"99.25"	"28.88"	"1.12"	"1337.88"	"850.88"	"433.38"	"164.75"	79	"31.5"	"5.38"	0	"341.62"	"67.12"	"1.5"	"142.12"	"21.25"	0
"smallMol_286"	"617.38"	"412.81"	39934	46753	"840.88"	"355.25"	"152.62"	"69.12"	38	"19.62"	40156	45658	"127.12"	"14.38"	39937	"36.75"	40148	"0.12"	"0.08"	"0.22"	"0.45"	"0.75"	"0.97"	43101	12420	16438	39905	"0.86"	"0.37"	"0.17"	"0.09"	"0.05"	"0.02"	29007	30407	13881	40031	23163	31809	268	"105.5"	"49.62"	"24.75"	27668	32325	40152	45717	"39.75"	13940	13912	40157	"0.38"	"0.12"	21064	40075	39841	"41.86"	"73.78"	"83.96"	"121.17"	"157.1"	26330	21217	40058	"0.87"	27546	40031	"0.77"	"0.79"	44682	21582	"654.38"	"142.5"	"15.25"	45689	"0.88"	0	0	"186.5"	"212.75"	"137.38"	"66.88"	"37.12"	"19.62"	40156	45658	8	32203	13881	"0.5"	0	1078	"522.62"	142	39943	40149	1	0	0	"-237.12"	"-167.38"	22920	"58.62"	"35.88"	"18.62"	40156	45658	"27.74"	21824	42005	"0.87"	15401	"234.34"	"1349.12"	"1091.12"	"708.5"	"331.88"	"109.5"	"10.25"	"0.75"	0	"1255.12"	"779.5"	"443.62"	"147.12"	"57.75"	"27.75"	11	"3.75"	"360.38"	"21.75"	"0.38"	"179.62"	"38.5"	"7.75"
"smallMol_287"	"860.88"	"589.47"	16803	20455	"1338.38"	"883.25"	566	"273.62"	"156.75"	"86.5"	"38.88"	10	"117.12"	"105.75"	"69.5"	"38.38"	40175	"24.25"	"0.09"	"0.15"	"0.22"	"0.33"	"0.42"	"0.5"	"0.6"	"0.69"	46419	39934	"0.96"	"0.46"	"0.27"	"0.15"	"0.07"	23924	39940	39879	15827	27120	19450	"178.75"	49	"19.38"	8	22678	39934	"0.25"	0	45748	13940	45717	"0.75"	"0.5"	"0.5"	"38.01"	"88.07"	"105.17"	"124.46"	"129.01"	"185.52"	"187.85"	0	15342	39904	13150	27942	28672	"0.87"	40064	29860	25385	"0.09"	"1199.38"	"644.62"	"323.88"	"134.75"	63	21	40149	139	"238.62"	"242.12"	"138.88"	"93.75"	"65.5"	"36.75"	27638	14032	"0.38"	"0.12"	0	0	"1661.62"	"1011.75"	513	"191.38"	"91.25"	"42.38"	32417	39934	"-323.25"	"-128.5"	53	"82.25"	"65.5"	"44.12"	28	39941	"40.76"	39918	40148	"0.4"	"-0.59"	"406.54"	1088	"663.88"	"321.25"	"136.25"	"73.5"	33	"9.25"	"0.38"	"1102.88"	"602.75"	"234.38"	54	"19.25"	"6.12"	"0.75"	0	"144.25"	"27.88"	"0.62"	50	"2.75"	0
"smallMol_288"	"723.75"	"502.21"	16072	16803	"1403.88"	"993.62"	"553.12"	"264.12"	"137.12"	"60.38"	"22.62"	32174	141	125	"108.5"	"43.75"	"42.88"	"23.75"	"0.1"	"0.15"	"0.25"	"0.4"	"0.55"	"0.87"	45292	45292	40027	35796	39814	"0.53"	"0.27"	"0.12"	"0.05"	43282	24259	16497	39852	39819	30348	183	"103.62"	"64.5"	"40.5"	"27.88"	39955	39948	45992	"45.75"	18	"0.62"	"21.62"	45809	0	40080	"27.18"	"28.86"	"21.99"	"17.89"	"20.63"	40010	"32.02"	21582	20486	12086	42217	43282	27061	41306	17899	19784	27760	"942.5"	"325.12"	"61.25"	40160	39938	27395	"0.12"	"461.38"	"668.5"	"491.88"	251	"131.62"	"58.62"	39955	32174	"15.25"	32325	40151	27395	"0.75"	"1503.38"	"785.38"	"311.62"	46	40155	22706	45658	0	"-99.5"	"208.25"	"241.5"	"218.12"	129	"56.75"	"21.38"	32174	"32.44"	"22.26"	39904	"0.44"	31048	"337.35"	"1448.5"	884	"484.12"	"189.38"	"96.5"	"42.5"	9	"0.88"	"1523.62"	"887.62"	"395.12"	"109.5"	"48.88"	"18.38"	"2.12"	0	"179.75"	"23.12"	"0.25"	"100.38"	"8.88"	0
"smallMol_289"	"914.75"	"622.94"	17168	39965	"1527.25"	"1037.75"	"644.75"	337	"198.25"	"109.75"	"50.12"	"17.88"	"142.5"	"109.12"	"105.62"	"42.62"	"40.5"	35	"0.08"	"0.14"	"0.21"	"0.31"	"0.38"	"0.47"	"0.59"	"0.78"	16469	24473	39904	"0.54"	"0.32"	"0.18"	"0.08"	11963	34912	30834	35521	39850	35643	"235.5"	"119.25"	"47.12"	25	"13.88"	40158	45809	27485	"36.38"	40152	27395	40158	40149	"0.38"	"45.76"	"70.93"	"104.35"	"137.28"	"177.75"	"203.23"	"242.44"	"266.63"	27426	25235	18660	"0.87"	40153	46174	44287	14336	26451	"0.24"	"1301.62"	"700.88"	346	"141.62"	"65.25"	"21.88"	27454	"225.62"	"336.88"	"298.75"	"195.38"	133	"87.88"	"46.38"	39950	39944	45717	27395	40148	"0.62"	"1801.88"	"1123.25"	"566.75"	"204.88"	"91.75"	"40.88"	40159	27426	"-274.62"	"-85.5"	78	"132.12"	"106.5"	"68.88"	38	40162	"42.02"	19937	14246	"0.4"	"0.04"	"405.49"	"985.12"	"747.75"	"493.38"	"233.62"	128	"62.5"	"16.5"	"0.25"	"939.5"	"545.75"	"228.5"	"81.62"	"39.25"	17	"1.75"	0	"218.62"	"39.5"	0	"71.38"	"9.5"	0
"smallMol_290"	638	"434.06"	17168	12055	"1159.12"	688	"359.5"	"161.5"	"90.75"	"48.62"	"19.88"	22706	"138.12"	"111.62"	"40.75"	"40.25"	"36.5"	40157	"0.14"	"0.26"	"0.47"	"0.79"	"0.99"	42736	13150	21186	24504	21551	"0.83"	"0.37"	"0.21"	"0.11"	"0.05"	36312	16589	41791	27061	24108	40148	"304.5"	"153.38"	85	"55.25"	36	"23.88"	"17.38"	22981	46	"25.62"	"13.38"	"18.62"	27699	22767	"27.33"	"34.25"	"39.32"	"42.85"	"48.7"	"49.88"	"64.51"	"72.88"	36192	30713	40027	27120	30742	40148	39995	"0.88"	39819	43132	"986.38"	496	"200.38"	"65.5"	40174	8	"0.12"	"172.75"	192	"159.12"	96	"63.62"	"40.62"	"19.75"	22706	39950	27607	40151	27426	13881	1420	"850.88"	"424.88"	"133.5"	"49.75"	40165	27454	0	"-260.88"	"-162.88"	"-65.38"	28	41	39963	40163	22706	"31.52"	46357	1	"0.34"	42064	"321.16"	"1209.5"	"817.75"	"543.25"	"253.38"	"127.5"	"57.5"	"18.38"	"1.5"	"1246.62"	715	"341.75"	"134.25"	65	"28.5"	7	"0.62"	"247.25"	"45.38"	"2.62"	"119.88"	18	"0.12"
"smallMol_291"	"879.75"	"579.07"	18994	17899	"1200.12"	524	207	"86.25"	"46.38"	39958	22951	22678	"133.25"	"52.5"	22706	"36.38"	10	0	"0.05"	"0.13"	"0.29"	"0.5"	"0.65"	"0.77"	"0.91"	"0.73"	39996	"0.9"	"0.36"	"0.15"	"0.08"	"0.04"	"0.02"	32295	31199	15707	40154	17715	19876	"403.38"	"177.38"	"86.88"	"40.38"	19	40158	40154	39937	"30.25"	"23.62"	"14.75"	39940	45839	13912	23132	40042	40073	"31.83"	"44.38"	"87.97"	"89.66"	"144.52"	18660	46784	46054	40063	"0.71"	19541	"0.53"	"0.63"	23071	6	"971.88"	274	"15.88"	0	0	0	0	"228.25"	250	"191.12"	"86.25"	"46.38"	39958	22951	22678	45839	27426	13881	"0.38"	0	"1545.25"	"797.75"	"276.38"	16	0	0	0	0	"-345.12"	"-273.75"	"-69.38"	"70.25"	"46.38"	39958	22951	22678	"42.22"	"15.18"	39814	"0.14"	39908	"370.92"	"1172.12"	611	"240.38"	84	"41.75"	"21.12"	"6.62"	"1.62"	"1272.25"	"675.88"	"254.62"	50	"17.62"	5	0	0	"90.88"	"14.5"	0	46	"2.5"	0
"smallMol_292"	"676.12"	"461.17"	17168	13881	"1158.25"	"645.88"	"324.88"	"145.5"	"80.38"	"43.25"	19	45689	"138.12"	"104.62"	"39.75"	"37.5"	"32.62"	45931	"0.12"	"0.23"	"0.44"	"0.74"	"0.95"	40118	46388	39965	18660	39904	"0.7"	"0.32"	"0.17"	"0.09"	"0.04"	39879	40000	42156	20121	39966	"0.87"	327	"158.62"	"90.25"	"56.5"	"36.25"	"24.38"	"19.75"	40161	"49.88"	26	"14.38"	19	22951	22767	"26.91"	"36.06"	"41.4"	"48.63"	"52.89"	"55.45"	"64.02"	"69.37"	44986	33635	30348	35947	39851	33635	"0.89"	"0.77"	45078	13912	"983.75"	"439.88"	"162.38"	"51.62"	"21.75"	32264	"0.25"	"174.5"	206	"162.5"	"93.88"	"58.62"	"37.38"	"18.75"	45689	40161	9	22737	27426	1	"1443.25"	"832.12"	"389.12"	"112.5"	"40.75"	"13.62"	45717	0	-285	"-186.25"	"-64.25"	33	"39.62"	"29.62"	"15.75"	45689	"33.36"	40038	1	"0.28"	16862	"335.19"	"626.38"	"518.5"	"332.88"	"171.25"	"93.62"	"44.25"	8	0	"623.75"	"522.88"	330	"145.5"	"68.12"	"31.38"	"4.75"	"0.62"	"150.25"	"20.25"	0	"119.38"	"19.25"	"0.25"
"smallMol_293"	935	"626.99"	17899	21186	"1536.25"	"989.5"	"589.38"	"267.88"	"139.62"	66	"18.88"	1	"169.62"	"102.25"	"90.5"	"41.88"	39962	"24.38"	"0.09"	"0.15"	"0.23"	"0.37"	"0.48"	"0.56"	"0.54"	"0.73"	16469	21186	"0.94"	"0.43"	"0.22"	"0.11"	"0.03"	15858	42522	36281	"13.46"	46935	32448	"318.5"	"152.62"	"85.75"	"54.25"	"36.25"	"29.38"	"23.88"	"18.62"	"58.25"	27668	9	"25.62"	22767	39937	"20.79"	"37.59"	"40.69"	"50.74"	"69.55"	"83.1"	"92.28"	"112.77"	43525	34366	31809	39909	13302	"0.71"	23012	44562	33298	24108	"1299.62"	"578.88"	"192.5"	"54.38"	"21.38"	5	0	"236.62"	"410.62"	"396.88"	"213.5"	"118.25"	61	"18.88"	1	"27.62"	39948	22828	32174	40148	"1912.62"	1103	"524.88"	"135.12"	"41.5"	14215	2	0	"-376.38"	"-113.5"	"64.5"	"132.75"	"98.12"	"53.62"	"16.88"	1	"46.15"	20	40057	"0.23"	17958	"422.92"	"1690.5"	"1200.5"	"735.12"	"305.25"	"131.75"	"56.12"	"10.62"	0	"1766.88"	1284	"800.25"	"300.38"	"90.62"	"26.12"	"3.25"	0	"301.5"	"35.25"	0	"321.25"	"42.75"	0
"smallMol_294"	"1030.38"	"704.56"	16803	25934	"1591.12"	"955.75"	"552.5"	"247.75"	"134.75"	"69.62"	"28.25"	39940	"113.38"	"112.62"	"92.38"	"32.38"	29	"23.25"	"0.04"	"0.08"	"0.14"	"0.24"	"0.3"	"0.41"	"0.62"	"0.92"	46054	13150	"0.78"	"0.35"	"0.19"	"0.1"	"0.04"	14489	33420	17685	31778	40001	30498	"333.25"	"145.25"	"78.38"	"49.12"	40177	39952	"15.88"	40158	"24.62"	"22.25"	"17.38"	"13.38"	39941	27546	"44.65"	"66.73"	"103.23"	"132.67"	"155.12"	"178.4"	192	"190.53"	31079	28157	39966	26816	14977	39852	26299	15342	35551	"0.57"	"1284.75"	"503.12"	"163.25"	"51.5"	40167	39938	"0.75"	"306.38"	"452.62"	"389.25"	"196.25"	"114.62"	"64.12"	39960	39940	"17.38"	39941	45717	27395	1	"1927.88"	"1059.62"	"459.5"	"107.38"	"40.75"	40162	4	40149	"-336.75"	"-103.88"	93	"140.38"	94	"54.5"	"24.25"	14001	"45.43"	45870	12785	"-0.05"	44256	"461.39"	"1343.88"	"1019.12"	"719.62"	"402.5"	"237.75"	121	"40.25"	2	"1309.5"	"890.12"	"552.62"	"267.38"	"144.88"	"71.12"	26	"1.62"	"409.25"	"120.38"	"4.75"	"221.5"	"57.25"	"4.75"
"smallMol_295"	"689.12"	"461.82"	17899	12785	"973.12"	"432.12"	"127.75"	"34.62"	27729	27454	"0.25"	0	"93.5"	13940	40150	27729	0	0	"0.04"	"0.12"	"0.37"	"0.79"	39845	11324	20090	0	40119	"0.94"	"0.28"	"0.07"	"0.03"	"0.01"	0	41395	40026	39904	23894	11841	39934	"329.75"	"167.38"	84	"44.62"	40172	"20.75"	"14.38"	14093	"35.62"	"31.62"	22737	14185	14185	45658	"17.73"	"30.66"	"38.72"	"54.37"	"70.38"	"78.49"	"81.58"	"102.12"	41699	27426	23043	12571	20607	39852	"0.15"	"0.08"	39910	11505	"810.88"	"286.5"	"60.75"	40169	22920	13971	"0.88"	"162.25"	"145.62"	67	39945	40149	"-0.62"	"-0.62"	0	13971	1	"0.12"	"0.12"	0	"1263.12"	"679.62"	"263.12"	36	39946	39938	22647	0	-290	"-247.5"	"-135.38"	"-1.38"	"-0.75"	"-1.75"	"-1.38"	0	"34.58"	46631	44197	"0.44"	26390	"277.41"	960	"543.62"	"264.62"	"120.12"	"67.88"	"33.25"	9	"0.12"	"962.62"	"482.62"	"167.88"	47	"18.88"	"6.5"	"0.75"	0	118	24	0	"41.5"	"3.12"	0
"smallMol_296"	"657.12"	"463.85"	15342	15707	"1233.38"	"812.62"	"464.38"	200	"98.5"	"50.38"	"20.88"	22678	"134.38"	"115.62"	"99.12"	"38.12"	"27.88"	"27.25"	"0.08"	"0.14"	"0.24"	"0.36"	"0.44"	"0.49"	"0.54"	"0.49"	24139	27395	1	"0.43"	"0.21"	"0.11"	"0.05"	42917	19146	47270	43709	39940	13271	"219.5"	"135.12"	"77.5"	"51.5"	35	"27.88"	22	"18.62"	"77.5"	0	0	35	0	0	"45.24"	"54.87"	"49.21"	"45.26"	"41.55"	"46.97"	"42.46"	"50.29"	34001	28887	20121	19876	13302	39934	46388	"0.98"	15401	24838	"956.5"	"399.75"	91	"21.62"	40154	27395	0	"276.88"	"412.88"	"373.38"	"178.38"	"91.38"	"48.62"	"20.88"	22678	"20.62"	9	32143	"0.62"	"0.38"	"1506.5"	"805.88"	"372.5"	"60.62"	"15.62"	39937	"0.5"	0	"-273.12"	27546	"91.88"	"139.38"	"82.88"	"45.88"	"20.38"	22678	"30.77"	"20.73"	39904	"0.62"	44958	"295.3"	"1801.25"	"1382.25"	1011	502	"269.5"	123	32	1	"1784.75"	"1165.62"	"710.25"	"284.38"	"123.88"	"51.75"	"13.5"	"0.25"	"502.88"	"100.62"	"9.88"	"260.75"	"40.38"	"0.12"
