"Ligand"	"MolecularRefractivity(Fast Descriptors)"	"MolecularFlexibility(Fast Descriptors)"	"MolecularArea(vdWarea)(Spatial Descriptors)"	"MolecularVolume(vdWvolume)(SpatialDescriptors)"	"MolecularDensity(SpatialDescriptors)"	"PrincipalMomentsOfInertia(magnitude)(SpatialDescriptors)"	"PrincipalMomentOfInertiaX(SpatialDescriptors)"	"PrincipalMomentOfInertiaY(SpatialDescriptors)"	"PrincipalMomentOfInertiaZ(SpatialDescriptors)"	"RadiusOfGyration(SpatialDescriptors)"	"EllipsoidalVolume(SpatialDescriptors)"	"DipoleMoment(magnitude)(Spatial Descriptors)"	"DipoleMomentX(SpatialDescriptors)"	"DipoleMomentY(SpatialDescriptors)"	"DipoleMomentZ(SpatialDescriptors)"	"SASA(JursDescriptors)"	"PPSA1(JursDescriptors)"	"PNSA1(JursDescriptors)"	"DPSA1(JursDescriptors)"	"PPSA2(JursDescriptors)"	"PNSA2(JursDescriptors)"	"DPSA2(JursDescriptors)"	"PPSA3(JursDescriptors)"	"PNSA3(JursDescriptors)"	"DPSA3 (Jurs Descriptors)"	"FPSA1(JursDescriptors)"	"FPSA2(JursDescriptors)"	"FPSA3(JursDescriptors)"	"FNSA1(JursDescriptors)"	"FNSA2(JursDescriptors)"	"FNSA3(JursDescriptors)"	"WPSA1(JursDescriptors)"	"WPSA2(JursDescriptors)"	"WPSA3(JursDescriptors)"	"WNSA1(JursDescriptors)"	"WNSA2(JursDescriptors)"	"WNSA3(JursDescriptors)"	"RPCG(JursDescriptors)"	"RNCG(JursDescriptors)"	"RPCS(JursDescriptors)"	"RNCS(JursDescriptors)"	"TPSA(JursDescriptors)"	"TASA(JursDescriptors)"	"RPSA(JursDescriptors)"	"RASA(JursDescriptors)"
"smallMol_39"	"73.504135"	"6.485691"	"338.2065743"	"262.67165379"	"1.01396931"	"7938.657"	"426.37199867"	"5520.966"	"5688.533"	"5.0042016"	"1201.055"	"1.43657572"	"-0.64122668"	"1.08479635"	"0.68977895"	"561.615805"	"420.010808"	"141.604996"	"278.405812"	"841.074588"	"-283.564939"	"1124.64"	"28.798625"	"-30.088802"	"58.887427"	"0.747861"	"1.497598"	"0.051278"	"0.252139"	"-0.504909"	"-0.053575"	"235.884708"	"472.360782"	"16.173763"	"79.527604"	"-159.254552"	"-16.898346"	"0.110521"	"0.194451"	"0.480489"	"3.958584"	"110.207846"	"451.407959"	"0.196234"	"0.803766"
"smallMol_40"	"102.81971"	"4.512881"	"373.17582184"	"322.28400086"	"1.13826312"	"11563.05"	"824.94770235"	"7906.632"	"8396.951"	"4.5455557"	"1725.26"	"2.56992342"	"-2.38055997"	"-0.77403756"	"-0.58164118"	"593.716701"	"358.508334"	"235.208367"	"123.299966"	"607.358182"	"-398.472745"	"1005.831"	"22.599917"	"-30.978322"	"53.578239"	"0.603837"	"1.022976"	"0.038065"	"0.396163"	"-0.67115"	"-0.052177"	"212.852385"	"360.598696"	"13.417948"	"139.647136"	"-236.579923"	"-18.392347"	"0.128941"	"0.210655"	"2.344034"	"3.656479"	"90.838464"	"502.878237"	"0.153"	"0.847"
"smallMol_41"	"80.815598"	"4.381101"	"338.91823493"	"279.3233239"	"1.03598579"	"4615.051"	"880.99567459"	"3025.768"	"3371.538"	"3.93105083"	"1041.861"	"2.58725675"	"0.61948794"	"-1.14207698"	"-2.23736281"	"529.678585"	"426.376947"	"103.301639"	"323.075308"	"730.721144"	"-177.03746"	"907.758605"	"24.001727"	"-16.168276"	"40.170003"	"0.804973"	"1.379556"	"0.045314"	"0.195027"	"-0.334236"	"-0.030525"	"225.842738"	"387.047342"	"12.713201"	"54.716666"	"-93.772951"	"-8.563989"	"0.158114"	"0.230596"	0	"4.348511"	"68.814411"	"460.864175"	"0.129917"	"0.870083"
"smallMol_42"	"52.81171"	"3.066466"	"240.61326613"	"196.37274424"	"1.24358906"	"2353.248"	"646.69180323"	"1396.565"	"1780.217"	"3.09552122"	"353.17385093"	"2.76469448"	"-2.32610272"	"-0.58335006"	"-1.37567598"	"408.288964"	"257.323932"	"150.965031"	"106.358901"	"704.751168"	"-413.458499"	"1118.21"	"37.548148"	"-46.471972"	"84.02012"	"0.63025"	"1.726109"	"0.091965"	"0.36975"	"-1.012661"	"-0.113821"	"105.062522"	"287.742124"	"15.330494"	"61.637356"	"-168.810542"	"-18.973993"	"0.129169"	"0.143708"	"0.748742"	"2.679209"	"224.747832"	"183.541131"	"0.550463"	"0.449537"
"smallMol_43"	"83.631622"	"3.389018"	"328.9403206"	"275.77451816"	"1.0891579"	"4291.434"	"1229.216"	"2274.565"	"3425.169"	"4.10080755"	"689.6006122"	"0.96769012"	"-0.84483233"	"-0.12425904"	"0.45523862"	"530.35655"	"425.77954"	"104.57701"	"321.20253"	"788.531531"	"-193.673538"	"982.205069"	"19.855424"	"-14.942549"	"34.797973"	"0.802818"	"1.486795"	"0.037438"	"0.197182"	"-0.365176"	"-0.028175"	"225.814968"	"418.202863"	"10.530454"	"55.463102"	"-102.71603"	"-7.924879"	"0.140931"	"0.187284"	"0.51058"	"0.163849"	"61.986528"	"468.370023"	"0.116877"	"0.883123"
"smallMol_44"	"110.016769"	"5.278978"	"415.96988448"	"348.4308315"	"1.09607692"	"7231.104"	"2199.54"	"3914.259"	"5668.287"	"4.14693212"	"854.68859879"	"2.76212666"	"-2.51520047"	"-1.13966082"	"0.06544847"	"604.729474"	"421.615035"	"183.114439"	"238.500596"	"685.061527"	"-297.533487"	"982.595014"	"21.456444"	"-17.56789"	"39.024335"	"0.697196"	"1.13284"	"0.035481"	"0.302804"	"-0.492011"	"-0.029051"	"254.963039"	"414.276897"	"12.975344"	"110.734699"	"-179.927269"	"-10.623821"	"0.168873"	"0.18851"	"1.019684"	"0.371076"	"34.793157"	"569.936317"	"0.057535"	"0.942465"
"smallMol_45"	"123.727577"	"7.2399"	"506.84390718"	"411.61123915"	"1.11260808"	"32232.1"	"1693.509"	"22014.86"	"23481.61"	"7.29414482"	"3343.827"	"6.11200864"	"-2.35189724"	"-5.6072088"	"0.62003097"	"804.514605"	"551.957254"	"252.557351"	"299.399904"	"1436.382"	"-657.240965"	"2093.623"	"32.825245"	"-37.587978"	"70.413222"	"0.686075"	"1.785403"	"0.040801"	"0.313925"	"-0.816941"	"-0.046721"	"444.057673"	"1155.591"	"26.408389"	"203.186077"	"-528.759956"	"-30.240077"	"0.13339"	"0.174868"	"1.15982"	"2.997832"	"108.816459"	"695.698147"	"0.135257"	"0.864743"
"smallMol_46"	"194.103577"	"15.721014"	"868.31079396"	"740.29331041"	"1.01175571"	"23942.79"	"7896.436"	"12679.14"	"18712.1"	"5.5464609"	"2283.655"	"6.00482491"	"5.04008594"	"-2.60224381"	"1.97073162"	"953.28444"	"816.736832"	"136.547608"	"680.189223"	"4447.664"	"-743.590879"	"5191.255"	"34.956348"	"-25.512082"	"60.46843"	"0.856761"	"4.665621"	"0.036669"	"0.143239"	"-0.78003"	"-0.026762"	"778.582513"	"4239.889"	"33.323343"	"130.16871"	"-708.853614"	"-24.320271"	"0.048962"	"0.071326"	0	"0.290406"	"105.688048"	"847.596391"	"0.110867"	"0.889133"
"smallMol_47"	"111.616409"	"5.58849"	"460.18480707"	"383.95452673"	"1.201947"	"10761.3"	"3105.523"	"6461.075"	"8025.949"	"4.74303211"	"2037.17"	"5.65459614"	"-4.77785981"	"2.06743249"	"-2.20731421"	"697.017935"	"415.643733"	"281.374202"	"134.269531"	"1548.412"	"-1048.214"	"2596.627"	"31.004633"	"-58.880891"	"89.885524"	"0.596317"	"2.221482"	"0.044482"	"0.403683"	"-1.503855"	"-0.084475"	"289.711137"	"1079.271"	"21.610785"	"196.122865"	"-730.624081"	"-41.041037"	"0.087509"	"0.091171"	"0.359306"	0	"213.015248"	"484.002687"	"0.305609"	"0.694391"
"smallMol_48"	"94.156334"	"5.860066"	"402.41234248"	"330.18055098"	"1.31875119"	"8549.972"	"1577.464"	"5584.746"	"6278.873"	"4.03422336"	"1333.599"	"3.47416327"	"-2.3247934"	"-2.14802403"	"1.43217976"	"585.964107"	"347.670568"	"238.293539"	"109.377028"	"1593.563"	"-1092.228"	"2685.791"	"55.850028"	"-64.369475"	"120.219502"	"0.593331"	"2.719557"	"0.095313"	"0.406669"	"-1.863984"	"-0.109852"	"203.722474"	"933.770649"	"32.726112"	"139.631461"	"-640.006247"	"-37.718202"	"0.375371"	"0.119907"	"5.603118"	"1.490317"	"207.123904"	"378.840203"	"0.353475"	"0.646525"
"smallMol_49"	"98.277275"	"7.703856"	"442.399121"	"351.87294503"	"1.04425759"	"7975.078"	"2344.641"	"4593.905"	"6082.809"	"4.64255437"	"1065.79"	"3.62174764"	"0.62546099"	"1.06271204"	"3.40536307"	"649.716701"	"495.992289"	"153.724412"	"342.267878"	"1264.46"	"-391.898082"	"1656.358"	"25.166541"	"-35.599969"	"60.76651"	"0.763398"	"1.946171"	"0.038735"	"0.236602"	"-0.603183"	"-0.054793"	"322.254474"	"821.540668"	"16.351122"	"99.877318"	"-254.622729"	"-23.129895"	"0.143627"	"0.151841"	"0.728481"	"3.058601"	"151.3755"	"498.341201"	"0.232987"	"0.767013"
"smallMol_50"	"134.942215"	"7.040879"	"544.5841522"	"474.91844772"	"1.09713571"	"11872.22"	"3147.59"	"7392.199"	"8740.578"	"4.5464463"	"2404.041"	"3.94096767"	"1.24529754"	"0.16223283"	"3.73552416"	"734.982545"	"532.696231"	"202.286315"	"330.409916"	"1517.077"	"-576.095474"	"2093.173"	"21.772829"	"-42.590525"	"64.363355"	"0.724774"	"2.0641"	"0.029624"	"0.275226"	"-0.783822"	"-0.057948"	"391.522431"	"1115.025"	"16.00265"	"148.67691"	"-423.420117"	"-31.303293"	"0.091814"	"0.137374"	0	"2.119543"	"142.521836"	"592.460709"	"0.193912"	"0.806088"
"smallMol_51"	"106.353065"	"5.390567"	"422.99829641"	"348.13189356"	"1.09570826"	"12491.15"	"1782.807"	"8308.779"	"9155.031"	"4.86427168"	"1725.036"	"2.47857008"	"-1.46699882"	"-0.9638836"	"-1.74990072"	"661.579348"	"436.608007"	"224.971341"	"211.636666"	"899.606345"	"-463.541018"	"1363.147"	"27.989186"	"-33.171021"	"61.160206"	"0.659948"	"1.359786"	"0.042307"	"0.340052"	"-0.700658"	"-0.050139"	"288.85084"	"595.160979"	"18.517067"	"148.836393"	"-306.669164"	"-21.945262"	"0.158312"	"0.148282"	"1.108858"	"1.070252"	"122.805755"	"538.773593"	"0.185625"	"0.814375"
"smallMol_52"	"102.642372"	"4.150691"	"409.0362201"	"359.5890528"	"1.09143198"	"7168.056"	"1225.467"	"4833.776"	"5149.163"	"3.86283463"	"871.59771595"	"2.27630094"	"-0.04175195"	"1.14104275"	"1.96921918"	"569.959598"	"387.172041"	"182.787557"	"204.384484"	"954.373511"	"-450.568882"	"1404.942"	"23.252604"	"-45.897946"	"69.15055"	"0.679297"	"1.674458"	"0.040797"	"0.320703"	"-0.790528"	"-0.080528"	"220.67242"	"543.954342"	"13.253045"	"104.181522"	"-256.806059"	"-26.159975"	"0.085825"	"0.158106"	"0.670746"	"3.421961"	"183.691081"	"386.268516"	"0.322288"	"0.677712"
"smallMol_53"	"50.319313"	"3.816298"	"225.75252591"	"175.63478589"	"1.10002124"	"2255.087"	"489.63146016"	"1418.981"	"1682.905"	"3.1836042"	"396.01505008"	"1.71335289"	"1.16817866"	"-1.24842001"	"-0.11128439"	"405.321152"	"236.083198"	"169.237954"	"66.845243"	"354.944501"	"-254.444746"	"609.389246"	"21.926978"	"-35.336739"	"57.263718"	"0.58246"	"0.875712"	"0.054098"	"0.41754"	"-0.627761"	"-0.087182"	"95.689514"	"143.866514"	"8.887468"	"68.595723"	"-103.131837"	"-14.322728"	"0.172872"	"0.233791"	"0.960321"	"0.664747"	"151.739242"	"253.58191"	"0.374368"	"0.625632"
"smallMol_54"	"88.637802"	"7.326354"	"408.97544949"	"319.18864997"	"0.96317333"	"12999.08"	"418.70390423"	"9051.706"	"9320.264"	"6.15213368"	"2536.469"	"4.18382192"	"0.90305676"	"3.54301414"	"-2.03369249"	"656.182358"	"530.719033"	"125.463325"	"405.255709"	"989.658222"	"-233.957706"	"1223.616"	"26.367751"	"-19.307528"	"45.675279"	"0.808798"	"1.508206"	"0.040184"	"0.191202"	"-0.356544"	"-0.029424"	"348.248467"	"649.396265"	"17.302053"	"82.32682"	"-153.518919"	"-12.669259"	"0.112959"	"0.208815"	"2.398943"	"4.92221"	"62.407894"	"593.774464"	"0.095108"	"0.904892"
"smallMol_55"	"98.542877"	"8.044929"	"423.68469751"	"338.76402936"	"1.01970387"	"16847.61"	"819.37942575"	"11621.1"	"12170.48"	"6.14805718"	"3313.245"	"2.99859784"	"-0.95749855"	"-2.82510828"	"-0.3058574"	"692.880508"	"545.973637"	"146.906871"	"399.066767"	"1189.1"	"-319.955129"	"1509.055"	"32.538738"	"-23.953442"	"56.49218"	"0.787977"	"1.716169"	"0.046962"	"0.212023"	"-0.461775"	"-0.034571"	"378.294491"	"823.904294"	"22.545457"	"101.788907"	"-221.690672"	"-16.596873"	"0.096716"	"0.178786"	"2.086832"	"4.176068"	"76.462397"	"616.418111"	"0.110354"	"0.889646"
"smallMol_56"	"88.409828"	"3.482394"	"370.38496188"	"301.05865788"	"1.1672177"	"6058.821"	"1418.417"	"4037.583"	"4288.977"	"4.06423129"	"826.84684125"	"16.0303739"	"13.36400256"	"-5.60337257"	"-6.8540892"	"565.038392"	"402.724594"	"162.313798"	"240.410797"	"1283.586"	"-355.021763"	"1638.608"	"37.528349"	"-38.39465"	"75.923"	"0.712738"	"2.27168"	"0.066417"	"0.287262"	"-0.628314"	"-0.067951"	"227.554857"	"725.275493"	"21.204958"	"91.713527"	"-200.600926"	"-21.694451"	"0.120116"	"0.179459"	"0.472887"	"3.614931"	"185.448414"	"379.589978"	"0.328205"	"0.671795"
"smallMol_57"	"97.014801"	"4.294753"	"383.61057505"	"319.29284433"	"0.97549632"	"5086.906"	"1765.296"	"2822.289"	"3846.431"	"4.01136345"	"888.52043305"	"1.14398892"	"1.09880187"	"-0.03498025"	"-0.3164198"	"588.184429"	"471.707721"	"116.476707"	"355.231014"	"677.218577"	"-167.222647"	"844.441224"	"22.344242"	"-10.668942"	"33.013184"	"0.801972"	"1.151371"	"0.037988"	"0.198028"	"-0.284303"	"-0.018139"	"277.451137"	"398.329422"	"13.142535"	"68.509786"	"-98.357757"	"-6.275305"	"0.147232"	"0.26804"	"2.101206"	"3.388894"	"27.133373"	"561.051055"	"0.046131"	"0.953869"
"smallMol_58"	"92.151085"	"10.067242"	"434.32836461"	"335.45000856"	"0.97018627"	"16640.06"	"518.46233812"	"11677.37"	"11843.22"	"6.77089515"	"2374.075"	"3.62060614"	"0.06717751"	"3.05571701"	"-1.94084248"	"709.964356"	"587.474927"	"122.489428"	"464.985499"	"1272.915"	"-265.404875"	"1538.32"	"30.079959"	"-20.380977"	"50.460936"	"0.827471"	"1.792928"	"0.042368"	"0.172529"	"-0.373828"	"-0.028707"	"417.086258"	"903.724286"	"21.355699"	"86.963128"	"-188.428001"	"-14.469767"	"0.097215"	"0.17971"	"2.064574"	"4.0821"	"66.92131"	"643.043046"	"0.09426"	"0.90574"
"smallMol_59"	"146.552795"	"8.626786"	"572.95093645"	"477.01964891"	"1.15638421"	"16740.15"	"4693.142"	"9409.387"	"13025.77"	"5.70254453"	"1959.483"	"2.7198464"	"-1.58826544"	"0.27761178"	"2.19041299"	"853.296086"	"616.814455"	"236.48163"	"380.332825"	"2796.121"	"-1072.011"	"3868.132"	"39.880711"	"-64.632702"	"104.513412"	"0.722861"	"3.276848"	"0.046737"	"0.277139"	"-1.256318"	"-0.075745"	"526.325361"	"2385.919"	"34.030054"	"201.788849"	"-914.742755"	"-55.150831"	"0.325113"	"0.124595"	"0.251013"	"3.524379"	"170.492197"	"682.803889"	"0.199804"	"0.800196"
"smallMol_60"	"75.2043"	"3.127035"	"267.71395846"	"227.78541867"	"1.38796415"	"4314.153"	"1505.766"	"2186.116"	"3400.806"	"3.40452024"	"687.23838408"	"3.30931301"	"-3.21282097"	"-0.53063663"	"-0.58971071"	"472.381612"	"252.68869"	"219.692922"	"32.995767"	"361.272507"	"-314.098135"	"675.370642"	"19.487099"	"-28.433602"	"47.920702"	"0.534925"	"0.76479"	"0.041253"	"0.465075"	"-0.664925"	"-0.060192"	"119.365491"	"170.658489"	"9.205347"	"103.778897"	"-148.374183"	"-13.431511"	"0.171752"	"0.226505"	"1.078547"	"0.990814"	"86.262699"	"386.118913"	"0.182612"	"0.817388"
"smallMol_61"	"80.264305"	"4.316551"	"295.91720602"	"246.65545799"	"1.35480073"	"8985.401"	"529.11809213"	"6175.515"	"6505.42"	"3.93739604"	"1312.854"	"1.63617958"	"-0.37524932"	"-1.57257392"	"-0.25156078"	"502.82631"	"251.745707"	"251.080603"	"0.665104"	"430.579765"	"-429.442438"	"860.022203"	"23.53466"	"-37.944964"	"61.479624"	"0.500661"	"0.856319"	"0.046805"	"0.499339"	"-0.854057"	"-0.075463"	"126.584365"	"216.506834"	"11.833846"	"126.249933"	"-215.934956"	"-19.079726"	"0.153569"	"0.232637"	"0.74182"	"2.289688"	"132.295513"	"370.530797"	"0.263104"	"0.736896"
"smallMol_62"	"85.836792"	"6.978764"	"360.79985161"	"284.1066219"	"1.21170352"	"5518.648"	"1854.191"	"3049.006"	"4209.634"	"4.03575723"	"797.02067987"	"1.55247046"	"-0.76572319"	"-1.28916603"	"0.40234745"	"554.592413"	"395.307528"	"159.284885"	"236.022643"	"738.509096"	"-297.574049"	"1036.083"	"24.436056"	"-24.578047"	"49.014103"	"0.712789"	"1.331625"	"0.044061"	"0.287211"	"-0.536564"	"-0.044317"	"219.234556"	"409.571542"	"13.552052"	"88.338189"	"-165.03231"	"-13.630798"	"0.135701"	"0.212902"	"0.360529"	"2.747361"	"66.63797"	"487.954443"	"0.120157"	"0.879843"
"smallMol_63"	"89.172104"	"3.397708"	"320.38189111"	"274.12288183"	"1.43618071"	"6240.326"	"2502.702"	"3030.873"	"4846.851"	"3.76573081"	"733.04059442"	"2.66789838"	"-2.3122762"	"-1.18794472"	"-0.59987321"	"532.557623"	"246.33738"	"286.220243"	"-39.882863"	"309.730974"	"-359.877472"	"669.608446"	"14.463525"	"-21.965027"	"36.428552"	"0.462555"	"0.581591"	"0.027159"	"0.537445"	"-0.675753"	"-0.041244"	"131.18885"	"164.949592"	"7.702661"	"152.428772"	"-191.655491"	"-11.697642"	"0.12669"	"0.219387"	"0.764974"	"1.631453"	"9.186164"	"523.371459"	"0.017249"	"0.982751"
"smallMol_64"	"116.259079"	"4.909392"	"472.6288054"	"405.43410755"	"1.06192593"	"9650.566"	"1675.998"	"6408.388"	"7018.334"	"4.4590249"	"1322.143"	"5.86095799"	"2.91316505"	"3.5509727"	"3.64072669"	"657.095377"	"500.548866"	"156.546511"	"344.002355"	"1302.541"	"-407.369275"	"1709.91"	"29.700494"	"-36.864421"	"66.564915"	"0.76176"	"1.982271"	"0.0452"	"0.23824"	"-0.619955"	"-0.056102"	"328.908346"	"855.893574"	"19.516057"	"102.865989"	"-267.680467"	"-24.223441"	"0.080965"	"0.15094"	"2.379735"	"1.714296"	"164.639021"	"492.456356"	"0.250556"	"0.749444"
"smallMol_65"	"86.273575"	"6.513923"	"370.06677829"	"300.41197553"	"1.02322816"	"6609.964"	"864.3255283"	"4286.164"	"4957.153"	"4.54806661"	"1556.034"	"3.27370901"	"-0.73859374"	"-2.1118368"	"2.38993626"	"583.84372"	"500.644622"	"83.199098"	"417.445524"	"881.608445"	"-146.509176"	"1028.118"	"23.232805"	"-17.92366"	"41.156464"	"0.857498"	"1.510008"	"0.039793"	"0.142502"	"-0.250939"	"-0.030699"	"292.298219"	"514.721554"	"13.564327"	"48.575271"	"-85.538462"	"-10.464616"	"0.095234"	"0.198298"	"0.092006"	"3.357003"	"54.215953"	"529.627767"	"0.09286"	"0.90714"
"smallMol_66"	"76.248917"	"3.971211"	"333.16064353"	"266.86750834"	"0.9793811"	"3823.048"	"993.92863815"	"2149.985"	"3000.895"	"3.89608316"	"677.26597476"	"1.78369884"	"-0.65117343"	"-1.63576253"	"0.28606931"	"515.869529"	"414.207645"	"101.661884"	"312.54576"	"647.572046"	"-158.93808"	"806.510126"	"21.074659"	"-13.220445"	"34.295104"	"0.802931"	"1.255302"	"0.040853"	"0.197069"	"-0.308097"	"-0.025627"	"213.677103"	"334.062686"	"10.871774"	"52.444268"	"-81.991313"	"-6.820025"	"0.135076"	"0.292939"	"3.465302"	"0.94162"	"50.99416"	"464.87537"	"0.098851"	"0.901149"
"smallMol_67"	"95.282104"	"6.266066"	"388.1807425"	"313.72877843"	"1.16156381"	"6031.128"	"1961.318"	"3239.04"	"4694.289"	"3.98227654"	"602.17251097"	"2.97585217"	"-2.86998027"	"0.67598103"	"0.40244137"	"583.001626"	"370.716591"	"212.285035"	"158.431557"	"1257.869"	"-720.298929"	"1978.168"	"29.93102"	"-68.875049"	"98.806069"	"0.635876"	"2.157573"	"0.05134"	"0.364124"	"-1.235501"	"-0.118139"	"216.128375"	"733.339549"	"17.449833"	"123.76252"	"-419.935447"	"-40.154266"	"0.432566"	"0.166499"	"0.556626"	"5.637349"	"190.393109"	"392.608517"	"0.326574"	"0.673426"
"smallMol_68"	"106.789291"	"6.075816"	"422.88883399"	"347.64921175"	"1.07423512"	"10618.47"	"1125.012"	"7016.218"	"7890.431"	"5.08880942"	"1313.635"	"2.18042918"	"-0.40567818"	"-1.35482619"	"1.65956096"	"660.844"	"552.863543"	"107.980456"	"444.883087"	"1430.292"	"-279.351973"	"1709.644"	"32.617117"	"-25.278304"	"57.895421"	"0.836602"	"2.164342"	"0.049357"	"0.163398"	"-0.42272"	"-0.038252"	"365.356555"	"945.199951"	"21.554826"	"71.358237"	"-184.608075"	"-16.705016"	"0.087909"	"0.14805"	"0.509578"	"1.780966"	"85.446011"	"575.397989"	"0.129298"	"0.870702"
"smallMol_69"	"88.411346"	"5.800144"	"374.64173387"	"301.4148505"	"0.95693691"	"4220.42"	"1396.777"	"2194.388"	"3323.495"	"3.88193676"	"858.94565151"	"2.00878032"	"-1.46099919"	"-0.12719776"	"1.37277109"	"546.919013"	"449.899237"	"97.019776"	"352.879461"	"664.51287"	"-143.300732"	"807.813603"	"16.676201"	"-10.557489"	"27.23369"	"0.822607"	"1.215011"	"0.030491"	"0.177393"	"-0.262015"	"-0.019304"	"246.058446"	"363.434723"	"9.120532"	"53.06196"	"-78.373895"	"-5.774091"	"0.163319"	"0.219517"	0	0	"25.286492"	"521.632521"	"0.046234"	"0.953766"
"smallMol_70"	"131.473572"	"4.229815"	"506.41779326"	"451.96338139"	"1.0347077"	"9206.614"	"3188.814"	"4827.241"	"7161.771"	"4.37470092"	"1609.527"	"5.24269799"	"0.71873348"	"-0.57045527"	"5.16177151"	"696.74823"	"581.898462"	"114.849768"	"467.048693"	"1376.988"	"-271.777394"	"1648.765"	"26.250344"	"-20.541473"	"46.791817"	"0.835163"	"1.976307"	"0.037676"	"0.164837"	"-0.390065"	"-0.029482"	"405.436723"	"959.414017"	"18.289881"	"80.021373"	"-189.360418"	"-14.312235"	"0.092286"	"0.16449"	"1.912852"	"1.409955"	"75.4438"	"621.30443"	"0.10828"	"0.89172"
"smallMol_71"	"49.860023"	"5.56785"	"253.04130272"	"193.06076796"	"1.27572267"	"5759.061"	"167.06331236"	"4025.836"	"4114.793"	"4.28323665"	"306.04759778"	"0.01517889"	"-0.00528837"	"-0.01177579"	"-0.00798515"	"452.552688"	"307.257528"	"145.29516"	"161.962368"	"1041.747"	"-492.618008"	"1534.365"	"48.863329"	"-72.073539"	"120.936868"	"0.678943"	"2.301935"	"0.107973"	"0.321057"	"-1.088532"	"-0.15926"	"139.05022"	"471.445257"	"22.113231"	"65.753715"	"-222.935604"	"-32.617074"	"0.438379"	"0.166224"	"6.205165"	"4.701897"	"156.199025"	"296.353663"	"0.345151"	"0.654849"
"smallMol_72"	"95.632835"	"3.390388"	"369.2304943"	"320.81779957"	"1.02072888"	"4642.253"	"1304.271"	"2817.484"	"3451.257"	"3.74993695"	"689.21764042"	"2.04463319"	"-0.10228116"	"-0.46893382"	"-1.98750208"	"548.781906"	"466.587667"	"82.194239"	"384.393429"	"755.014634"	"-133.003647"	"888.01828"	"22.867681"	"-13.593186"	"36.460867"	"0.850224"	"1.375801"	"0.04167"	"0.149776"	"-0.242362"	"-0.02477"	"256.054869"	"414.33837"	"12.54937"	"45.106711"	"-72.989995"	"-7.459695"	"0.134875"	"0.239359"	"3.253929"	0	"66.544296"	"482.237611"	"0.121258"	"0.878742"
"smallMol_73"	"47.871716"	"1.602259"	"210.93422743"	"168.47140042"	"1.15268227"	"1539.351"	"477.31954008"	"774.34927472"	"1241.834"	"3.10286038"	"174.79194376"	"1.48079572"	"1.47573442"	"-0.1089521"	"-0.05561761"	"380.653874"	"304.181776"	"76.472098"	"227.709677"	"487.025745"	"-122.439477"	"609.465222"	"21.965783"	"-19.225927"	"41.191709"	"0.799103"	"1.279445"	"0.057705"	"0.200897"	"-0.321656"	"-0.050508"	"115.787971"	"185.388237"	"8.36136"	"29.1094"	"-46.607061"	"-7.318423"	"0.207161"	"0.204775"	"1.651145"	"0.313516"	"93.378933"	"287.274941"	"0.245312"	"0.754688"
"smallMol_74"	"54.73251"	"3.94708"	"240.59518083"	"192.62906021"	"1.12798659"	"2415.317"	"439.32258883"	"1553.573"	"1796.431"	"2.96811064"	"606.01772242"	"4.62569918"	"-3.68859404"	"-2.78442257"	"0.1958518"	"407.747048"	"257.13041"	"150.616638"	"106.513771"	"381.685416"	"-223.576045"	"605.261462"	"13.19885"	"-35.440217"	"48.639067"	"0.630613"	"0.936084"	"0.03237"	"0.369387"	"-0.54832"	"-0.086917"	"104.844165"	"155.631102"	"5.381792"	"61.413489"	"-91.162472"	"-14.450644"	"0.189376"	"0.222392"	"1.097744"	"7.053226"	"103.928441"	"303.818607"	"0.254885"	"0.745115"
"smallMol_75"	"90.724915"	"4.633952"	"384.45598913"	"315.89890906"	"1.19784837"	"7448.391"	"1451.09"	"4841.642"	"5470.957"	"4.31747143"	"951.75681349"	"1.49775216"	"-0.21408412"	"0.64393929"	"1.33520474"	"604.907744"	"336.544277"	"268.363467"	"68.18081"	"988.887737"	"-788.549013"	"1777.437"	"27.760196"	"-56.372283"	"84.132479"	"0.556356"	"1.634774"	"0.045892"	"0.443644"	"-1.303586"	"-0.093192"	"203.578239"	"598.18585"	"16.792357"	"162.335139"	"-476.999404"	"-34.10003"	"0.096173"	"0.115964"	"0.046456"	"0.025363"	"233.926253"	"370.981491"	"0.386714"	"0.613286"
"smallMol_76"	"47.481815"	"6.791929"	"217.44977404"	"165.73914616"	"1.29149933"	"3689.977"	"240.51072837"	"2487.378"	"2714.965"	"3.13360561"	"662.44972069"	"1.29172767"	"-0.87551604"	"-0.94414752"	"-0.10304123"	"394.019816"	"177.819649"	"216.200167"	"-38.380518"	"201.533873"	"-245.03327"	"446.567143"	"11.191055"	"-31.299724"	"42.490779"	"0.451296"	"0.511482"	"0.028402"	"0.548704"	"-0.621881"	"-0.079437"	"70.064466"	"79.40834"	"4.409498"	"85.18715"	"-96.547964"	"-12.332712"	"0.299966"	"0.295768"	"2.46329"	"1.099729"	"40.216685"	"353.803132"	"0.102068"	"0.897932"
