"Ligand"	"MolecularRefractivity(Fast Descriptors)"	"MolecularFlexibility(Fast Descriptors)"	"MolecularArea(vdWarea)(Spatial Descriptors)"	"MolecularVolume(vdWvolume)(SpatialDescriptors)"	"MolecularDensity(SpatialDescriptors)"	"PrincipalMomentsOfInertia(magnitude)(SpatialDescriptors)"	"PrincipalMomentOfInertiaX(SpatialDescriptors)"	"PrincipalMomentOfInertiaY(SpatialDescriptors)"	"PrincipalMomentOfInertiaZ(SpatialDescriptors)"	"RadiusOfGyration(SpatialDescriptors)"	"EllipsoidalVolume(SpatialDescriptors)"	"DipoleMoment(magnitude)(Spatial Descriptors)"	"DipoleMomentX(SpatialDescriptors)"	"DipoleMomentY(SpatialDescriptors)"	"DipoleMomentZ(SpatialDescriptors)"	"SASA(JursDescriptors)"	"PPSA1(JursDescriptors)"	"PNSA1(JursDescriptors)"	"DPSA1(JursDescriptors)"	"PPSA2(JursDescriptors)"	"PNSA2(JursDescriptors)"	"DPSA2(JursDescriptors)"	"PPSA3(JursDescriptors)"	"PNSA3(JursDescriptors)"	"DPSA3 (Jurs Descriptors)"	"FPSA1(JursDescriptors)"	"FPSA2(JursDescriptors)"	"FPSA3(JursDescriptors)"	"FNSA1(JursDescriptors)"	"FNSA2(JursDescriptors)"	"FNSA3(JursDescriptors)"	"WPSA1(JursDescriptors)"	"WPSA2(JursDescriptors)"	"WPSA3(JursDescriptors)"	"WNSA1(JursDescriptors)"	"WNSA2(JursDescriptors)"	"WNSA3(JursDescriptors)"	"RPCG(JursDescriptors)"	"RNCG(JursDescriptors)"	"RPCS(JursDescriptors)"	"RNCS(JursDescriptors)"	"TPSA(JursDescriptors)"	"TASA(JursDescriptors)"	"RPSA(JursDescriptors)"	"RASA(JursDescriptors)"
"smallMol_130"	"94.844475"	"3.712831"	"340.45290652"	"288.73807871"	"1.13192896"	"5814.639"	"1421.099"	"3446.826"	"4462.051"	"3.98224158"	"1166.807"	"2.21556926"	"1.70628618"	"-1.32482083"	"0.49212233"	"559.29333"	"394.879516"	"164.413814"	"230.465703"	"645.950784"	"-268.951093"	"914.901876"	"23.333192"	"-12.147892"	"35.481084"	"0.706033"	"1.154941"	"0.041719"	"0.293967"	"-0.480877"	"-0.02172"	"220.85348"	"361.275965"	"13.050099"	"91.95555"	"-150.422552"	"-6.794235"	"0.101851"	"0.216086"	"1.989993"	0	"10.061037"	"549.232293"	"0.017989"	"0.982011"
"smallMol_131"	"85.409782"	"4.896485"	"358.92273096"	"298.49223425"	"1.06329397"	"5007.029"	"1194.384"	"3021.673"	"3809.63"	"4.04185438"	"878.7059385"	"0.6797929"	"0.06579919"	"0.20157254"	"0.6458772"	"546.029337"	"422.479352"	"123.549985"	"298.929367"	"788.847236"	"-230.690902"	"1019.538"	"20.554718"	"-17.163946"	"37.718664"	"0.77373"	"1.444698"	"0.037644"	"0.22627"	"-0.422488"	"-0.031434"	"230.68612"	"430.733733"	"11.223479"	"67.461916"	"-125.964"	"-9.372018"	"0.156875"	"0.16922"	"0.947233"	"0.797778"	"59.062487"	"486.96685"	"0.108167"	"0.891833"
"smallMol_132"	"80.661781"	"4.379873"	"337.16569477"	"281.37218797"	"1.07813781"	"4756.056"	"897.43661276"	"2977.552"	"3598.453"	"3.97330594"	"938.30814211"	"0.88153261"	"0.06746029"	"-0.11738155"	"0.8710743"	"521.534736"	"394.20646"	"127.328276"	"266.878184"	"721.139814"	"-232.927487"	"954.067301"	"20.251133"	"-17.848589"	"38.099722"	"0.755858"	"1.382726"	"0.03883"	"0.244142"	"-0.446619"	"-0.034223"	"205.592362"	"376.099463"	"10.561669"	"66.406119"	"-121.479776"	"-9.308659"	"0.16012"	"0.174397"	"0.889481"	"1.270644"	"58.97636"	"462.558377"	"0.113082"	"0.886918"
"smallMol_133"	"84.603683"	"2.533542"	"319.67222868"	"274.36358677"	"1.09114331"	"3263.504"	"1322.403"	"1673.962"	"2469.729"	"3.48111505"	"414.44384588"	"4.80988796"	"2.98631305"	"-2.60068742"	"2.7300882"	"499.087916"	"396.161792"	"102.926125"	"293.235667"	"668.48775"	"-173.678713"	"842.166462"	"23.605548"	"-21.444129"	"45.049677"	"0.793772"	"1.339419"	"0.047297"	"0.206228"	"-0.347992"	"-0.042967"	"197.719563"	"333.634158"	"11.781244"	"51.369185"	"-86.680947"	"-10.702506"	"0.125077"	"0.228919"	"3.18754"	"5.837606"	"78.414859"	"420.673058"	"0.157116"	"0.842884"
"smallMol_134"	"111.450272"	"6.439979"	"430.04664445"	"362.79448064"	"1.10101728"	"7653.638"	"2371.162"	"4271.151"	"5891.777"	"4.4551762"	"1056.068"	"2.72958081"	"1.40811968"	"1.33118849"	"-1.92243273"	"660.102718"	"532.490644"	"127.612073"	"404.878571"	"1336.856"	"-320.378991"	"1657.235"	"28.035894"	"-30.441128"	"58.477023"	"0.806678"	"2.025223"	"0.042472"	"0.193322"	"-0.485347"	"-0.046116"	"351.498521"	"882.461959"	"18.50657"	"84.237077"	"-211.483043"	"-20.094272"	"0.086368"	"0.139215"	"0.18774"	0	"100.319612"	"559.783106"	"0.151976"	"0.848024"
"smallMol_135"	"49.280117"	"2.003807"	"207.66298986"	"167.16730152"	"1.05414752"	"1547.745"	"266.67055308"	"1030.829"	"1123.296"	"2.86852414"	"327.06621599"	"3.41326476"	"-2.09707913"	"-2.15573065"	"-1.61414399"	"372.226693"	"279.772298"	"92.454395"	"187.317903"	"280.301546"	"-92.6292"	"372.930745"	"14.353815"	"-18.976562"	"33.330376"	"0.751618"	"0.75304"	"0.038562"	"0.248382"	"-0.248852"	"-0.050981"	"104.138717"	"104.335717"	"5.342873"	"34.413994"	"-34.479061"	"-7.063583"	"0.221975"	"0.338012"	"0.804192"	"0.073929"	"69.267879"	"302.958814"	"0.186091"	"0.813909"
"smallMol_136"	"58.478123"	"5.751288"	"259.7202962"	"202.7940557"	"1.28745882"	"2746.713"	"1063.34"	"1340.608"	"2148.607"	"2.93185328"	"326.52532659"	"2.78260614"	"-1.7374843"	"-2.11804542"	"-0.48777951"	"425.103586"	"250.727577"	"174.376008"	"76.351569"	"557.073226"	"-387.433524"	"944.50675"	"11.827614"	"-33.701357"	"45.528971"	"0.589803"	"1.310441"	"0.027823"	"0.410197"	"-0.911386"	"-0.079278"	"106.585192"	"236.813826"	"5.027961"	"74.127866"	"-164.69938"	"-14.326568"	"0.609116"	"0.240172"	0	"4.889358"	"32.152698"	"392.950888"	"0.075635"	"0.924365"
"smallMol_137"	"327.137726"	"31.541355"	"1435.46"	"1199.324"	"1.00276111"	"56732.4"	"15354.1"	"35100.37"	"41842.33"	"6.68941682"	"3551.651"	"4.08512625"	"-1.54844531"	"-0.77745383"	"-3.69947822"	"1363.993"	"1149.385"	"214.607421"	"934.777852"	"9899.532"	"-1848.39"	"11747.92"	"35.049451"	"-39.153178"	"74.202629"	"0.842662"	"7.25776"	"0.025696"	"0.157338"	"-1.355132"	"-0.028705"	"1567.753"	"13502.89"	"47.807196"	"292.722954"	"-2521.191"	"-53.404649"	"0.028519"	"0.045297"	0	"0.592121"	"122.172752"	"1241.82"	"0.08957"	"0.91043"
"smallMol_138"	"49.06081"	"2.577909"	"209.24507126"	"157.6480653"	"1.15565641"	"1824.484"	"354.47664404"	"1079.507"	"1427.499"	"3.37137416"	"409.62150955"	"1.52941946"	"-0.08960278"	"1.52679087"	"0.00221027"	"390.292333"	"302.147778"	"88.144555"	"214.003223"	"500.148571"	"-145.906607"	"646.055178"	"29.157299"	"-21.580415"	"50.737714"	"0.774158"	"1.281472"	"0.074706"	"0.225842"	"-0.373839"	"-0.055293"	"117.925961"	"195.204153"	"11.37987"	"34.402144"	"-56.94623"	"-8.422671"	"0.163589"	"0.219977"	"1.540926"	"2.934889"	"81.378931"	"308.913402"	"0.208508"	"0.791492"
"smallMol_139"	"77.7724"	"3.68951"	"307.14184389"	"250.53622878"	"1.25433753"	"10395.6"	"558.97036057"	"7092.564"	"7579.682"	"4.77250463"	"1788.057"	"7.6009083"	"1.74285302"	"-7.3149905"	"1.10778346"	"540.967583"	"248.731216"	"292.236367"	"-43.505151"	"655.219983"	"-769.82365"	"1425.044"	"27.684318"	"-75.794658"	"103.478976"	"0.45979"	"1.2112"	"0.051176"	"0.54021"	"-1.42305"	"-0.140109"	"134.555525"	"354.452771"	"14.976318"	"158.090401"	"-416.449639"	"-41.002453"	"0.216713"	"0.17275"	"0.900584"	"1.739894"	"230.5934"	"310.374184"	"0.426261"	"0.573739"
"smallMol_140"	"68.991013"	"2.768641"	"262.6929721"	"211.52448297"	"1.17385937"	"2900.476"	"781.63283362"	"1808.561"	"2128.595"	"3.56552737"	"351.9187376"	"3.05218654"	"0.03413917"	"-1.32334278"	"-2.7501711"	"447.371945"	"260.780949"	"186.590997"	"74.189952"	"650.473222"	"-465.419558"	"1115.893"	"28.5975"	"-55.631105"	"84.228606"	"0.582918"	"1.453988"	"0.063923"	"0.417082"	"-1.040341"	"-0.124351"	"116.66608"	"291.003471"	"12.793719"	"83.475577"	"-208.215653"	"-24.887796"	"0.523339"	"0.230765"	"1.212179"	"8.011101"	"99.301012"	"348.070933"	"0.221965"	"0.778035"
"smallMol_141"	"113.494301"	"5.179286"	"420.73495227"	"371.83228204"	"1.2501819"	"10216.76"	"2146.874"	"6796.723"	"7319.68"	"4.3231504"	"1599.337"	"5.84678891"	"-1.4394532"	"5.66234097"	"0.22541015"	"618.458203"	"357.515588"	"260.942615"	"96.572972"	"1278.262"	"-932.975506"	"2211.238"	"36.026649"	"-61.085104"	"97.111753"	"0.578076"	"2.066853"	"0.058252"	"0.421924"	"-1.508551"	"-0.09877"	"221.108448"	"790.551809"	"22.280977"	"161.382101"	"-577.006355"	"-37.778584"	"0.071133"	"0.108437"	"0.515414"	"1.44071"	"246.724614"	"371.73359"	"0.398935"	"0.601065"
"smallMol_142"	"85.31089"	"4.025467"	"327.00431674"	"269.38462958"	"0.988876"	"3694.121"	"1175.992"	"2149.448"	"2764.678"	"3.83963058"	"700.53308274"	"0.82592623"	"0.55939248"	"-0.36973591"	"0.48221318"	"530.560885"	"417.600322"	"112.960563"	"304.639758"	"513.068349"	"-138.784595"	"651.852944"	"22.111509"	"-7.683504"	"29.795013"	"0.787092"	"0.96703"	"0.041676"	"0.212908"	"-0.261581"	"-0.014482"	"221.562396"	"272.213997"	"11.731502"	"59.932456"	"-73.633678"	"-4.076567"	"0.099193"	"0.277549"	"2.10659"	0	"7.655137"	"522.905748"	"0.014428"	"0.985572"
"smallMol_143"	"74.915192"	"3.052355"	"269.45178281"	"228.5127339"	"1.18469982"	"3430.016"	"1410.886"	"1571.323"	"2702.842"	"3.41105793"	"408.11212315"	"2.15384836"	"-1.84419071"	"0.01192204"	"-1.11260112"	"465.605055"	"250.276444"	"215.328612"	"34.947832"	"339.291376"	"-291.913936"	"631.205312"	"18.911031"	"-26.945754"	"45.856785"	"0.537529"	"0.728711"	"0.040616"	"0.462471"	"-0.626956"	"-0.057873"	"116.529977"	"157.97578"	"8.805071"	"100.25809"	"-135.916604"	"-12.546079"	"0.181132"	"0.238877"	"1.006209"	"1.044936"	"65.853483"	"399.751573"	"0.141436"	"0.858564"
"smallMol_144"	"268.853729"	"23.888477"	"1115.926"	"927.96181799"	"1.15222842"	"75678.75"	"13743.8"	"46988.51"	"57710.14"	"7.77244899"	"5569.05"	"5.21933961"	"-5.00219166"	"-1.46011145"	"-0.29607292"	"1391.853"	"959.022158"	"432.830999"	"526.191158"	"8710.575"	"-3931.304"	"12641.88"	"89.43897"	"-102.490402"	"191.929372"	"0.689025"	"6.258257"	"0.064259"	"0.310975"	"-2.824511"	"-0.073636"	"1334.818"	"12123.84"	"124.485913"	"602.437193"	"-5471.798"	"-142.651589"	"0.027107"	"0.040754"	"0.091659"	"0.570476"	"372.952606"	"1018.901"	"0.267954"	"0.732046"
"smallMol_145"	"102.642372"	"4.150691"	"415.03920866"	"360.18894344"	"1.08961421"	"7365.931"	"1193.814"	"5026.077"	"5250.743"	"3.93788482"	"987.78489333"	"2.9928904"	"2.10762701"	"-0.01669843"	"2.12485823"	"569.301065"	"396.964534"	"172.336532"	"224.628002"	"978.511865"	"-424.807245"	"1403.319"	"23.438444"	"-44.781807"	"68.220252"	"0.697284"	"1.718795"	"0.041171"	"0.302716"	"-0.746191"	"-0.078661"	"225.992332"	"557.067847"	"13.343531"	"98.111371"	"-241.843217"	"-25.494331"	"0.085825"	"0.158106"	"0.714491"	"2.845987"	"176.819721"	"392.481345"	"0.310591"	"0.689409"
"smallMol_146"	"64.252617"	"3.910766"	"294.68301116"	"232.67895312"	"1.15297491"	"3214.377"	"956.25676717"	"1985.387"	"2340.092"	"3.17657696"	"619.37891952"	"6.03212402"	"2.31368324"	"5.36052895"	"1.51595493"	"465.032229"	"271.890149"	"193.14208"	"78.748069"	"623.900207"	"-443.198553"	"1067.099"	"21.632372"	"-51.407489"	"73.039862"	"0.584669"	"1.341628"	"0.046518"	"0.415331"	"-0.953049"	"-0.110546"	"126.437682"	"290.133704"	"10.05975"	"89.817292"	"-206.101611"	"-23.906139"	"0.104708"	"0.128209"	"0.379346"	"0.392583"	"205.701442"	"259.330786"	"0.442338"	"0.557662"
"smallMol_147"	"96.205124"	"6.586363"	"335.16721384"	"277.07183077"	"2.21572504"	"8440.14"	"3472.258"	"3751.182"	"6716.251"	"3.24627925"	"643.58749481"	"2.57129394"	"-0.86956614"	"0.99947502"	"2.20373704"	"499.631459"	"167.879564"	"331.751894"	"-163.87233"	"320.5622"	"-633.472612"	"954.034812"	"13.661696"	"-49.845583"	"63.507279"	"0.336007"	"0.641597"	"0.027344"	"0.663993"	"-1.26788"	"-0.099765"	"83.877911"	"160.16296"	"6.825813"	"165.753683"	"-316.502845"	"-24.904421"	"0.15309"	"0.171678"	0	"4.892986"	"166.635631"	"332.995827"	"0.333517"	"0.666483"
"smallMol_148"	"79.81189"	"3.283252"	"288.97569969"	"245.22536989"	"1.16116042"	"3698.75"	"1556.574"	"1719.701"	"2881.051"	"3.52078392"	"442.35495282"	"2.13055024"	"-1.9958181"	"0.19561269"	"-0.71950685"	"493.017536"	"292.367852"	"200.649684"	"91.718168"	"393.11219"	"-269.789853"	"662.902043"	"17.839362"	"-23.263685"	"41.103047"	"0.593017"	"0.797359"	"0.036184"	"0.406983"	"-0.547222"	"-0.047186"	"144.142478"	"193.811203"	"8.795118"	"98.923813"	"-133.011129"	"-11.469405"	"0.184371"	"0.232936"	"0.846079"	"0.101895"	"52.374332"	"440.643204"	"0.106232"	"0.893768"
"smallMol_149"	"53.26001"	"2.007487"	"211.92018501"	"169.60573693"	"1.36003063"	"2250.985"	"468.56471625"	"1363.43"	"1728.71"	"2.98652866"	"314.0685361"	"2.43236443"	"-0.0841401"	"-2.43067296"	"-0.03385403"	"387.832068"	"175.134147"	"212.697921"	"-37.563774"	"358.754682"	"-435.701518"	"794.4562"	"10.050052"	"-58.26184"	"68.311892"	"0.451572"	"0.925026"	"0.025913"	"0.548428"	"-1.123428"	"-0.150224"	"67.922638"	"139.13657"	"3.897733"	"82.491075"	"-168.979021"	"-22.59581"	"0.72044"	"0.275717"	"0.185412"	"11.403237"	"96.280593"	"291.551476"	"0.248253"	"0.751747"
"smallMol_150"	"105.376205"	"8.591365"	"507.03918722"	"412.76829158"	"1.09388488"	"12002.6"	"2080.562"	"7906.16"	"8787.844"	"4.89596884"	"1944.407"	"5.08227249"	"-0.0741148"	"-0.52634206"	"5.05440053"	"707.129255"	"581.310103"	"125.819152"	"455.490951"	"2689.247"	"-582.062398"	"3271.309"	"56.366875"	"-43.718881"	"100.085756"	"0.822071"	"3.803048"	"0.079712"	"0.177929"	"-0.823134"	"-0.061826"	"411.06138"	"1901.645"	"39.858667"	"88.970403"	"-411.59335"	"-30.9149"	"0.045551"	"0.085077"	"0.944167"	"1.458516"	"205.98248"	"501.146775"	"0.291294"	"0.708706"
"smallMol_151"	"22.619499"	"2.47833"	"114.86473393"	"84.14176509"	"1.53243751"	"494.78043135"	"189.56431158"	"231.43374615"	"394.09576015"	"1.70558696"	"61.96264021"	"2.9430068"	"-1.25800053"	"-1.38379095"	"-2.2724098"	"244.036374"	"46.303917"	"197.732457"	"-151.428541"	"36.16372"	"-154.430631"	"190.594351"	"7.608119"	"-33.407932"	"41.016052"	"0.189742"	"0.14819"	"0.031176"	"0.810258"	"-0.632818"	"-0.136897"	"11.29984"	"8.825263"	"1.856658"	"48.253912"	"-37.686691"	"-8.152751"	"0.373458"	"0.422024"	"2.255"	"13.746342"	"100.024613"	"144.011761"	"0.409876"	"0.590124"
"smallMol_152"	"75.461395"	"4.426172"	"280.97310098"	"236.00089492"	"1.25488081"	"3357.695"	"1190.879"	"1924.622"	"2480.273"	"3.42675514"	"580.20379347"	"1.86026372"	"1.44861843"	"0.68056376"	"-0.94811323"	"465.823603"	"235.806737"	"230.016866"	"5.789871"	"350.860805"	"-342.24589"	"693.106695"	"19.704351"	"-28.307249"	"48.011601"	"0.506215"	"0.753205"	"0.0423"	"0.493785"	"-0.734711"	"-0.060768"	"109.844344"	"163.439244"	"9.178752"	"107.147285"	"-159.426214"	"-13.186185"	"0.176529"	"0.237148"	"0.895366"	0	"86.552749"	"379.270854"	"0.185806"	"0.814194"
"smallMol_153"	"110.615921"	"5.126027"	"437.48415991"	"367.34663851"	"1.28033563"	"10493.68"	"1773.709"	"6992.298"	"7620.956"	"4.4887598"	"1364.818"	"4.69916493"	"3.18247556"	"3.29170479"	"1.05767665"	"627.959297"	"308.013271"	"319.946025"	"-11.932754"	"850.093034"	"-883.027031"	"1733.12"	"20.946709"	"-55.371878"	"76.318586"	"0.490499"	"1.353739"	"0.033357"	"0.509501"	"-1.406185"	"-0.088177"	"193.419797"	"533.823824"	"13.15368"	"200.913081"	"-554.505033"	"-34.771285"	"0.102391"	"0.130523"	"0.27203"	"3.747993"	"171.704289"	"456.255008"	"0.273432"	"0.726568"
"smallMol_154"	"56.781303"	"2.413286"	"244.15019924"	"199.43324116"	"1.18451164"	"2352.304"	"591.32191564"	"1504.076"	"1709.219"	"3.08074681"	"356.14409255"	"2.8100069"	"1.60288183"	"-2.29072669"	"-0.2819217"	"412.098739"	"278.596585"	"133.502154"	"145.094432"	"580.664627"	"-278.251905"	"858.916532"	"27.470945"	"-38.693962"	"66.164908"	"0.676043"	"1.409042"	"0.066661"	"0.323957"	"-0.675207"	"-0.093895"	"114.809302"	"239.29116"	"11.320742"	"55.016069"	"-114.667259"	"-15.945733"	"0.133565"	"0.18889"	"1.22586"	"6.233545"	"157.387864"	"254.710875"	"0.381918"	"0.618082"
"smallMol_155"	"60.079506"	"3.181493"	"234.91037955"	"198.47864094"	"1.26058901"	"3998.109"	"498.90362149"	"2544.427"	"3043.331"	"3.4988364"	"652.41707946"	"3.36704945"	"-2.70420202"	"-2.00606916"	0	"419.721075"	"183.117581"	"236.603494"	"-53.485913"	"287.641041"	"-371.656745"	"659.297786"	"18.785958"	"-48.231533"	"67.017491"	"0.436284"	"0.685315"	"0.044758"	"0.563716"	"-0.885485"	"-0.114913"	"76.858308"	"120.729007"	"7.884863"	"99.307473"	"-155.992169"	"-20.243791"	"0.186325"	"0.229243"	"1.845102"	"7.074004"	"208.915694"	"210.805381"	"0.497749"	"0.502251"
"smallMol_156"	"191.789093"	"11.000564"	"832.09194832"	"715.36268519"	"1.0693177"	"62777.45"	"3248.531"	"44028.88"	"44630.85"	"7.61848663"	"6175.629"	"7.75110203"	"-6.32508483"	"0.52198548"	"-4.44976582"	"1066.748"	"841.942014"	"224.80616"	"617.135854"	"4469.649"	"-1193.438"	"5663.087"	"48.02399"	"-65.858496"	"113.882486"	"0.78926"	"4.189976"	"0.045019"	"0.21074"	"-1.118762"	"-0.061738"	"898.140107"	"4767.99"	"51.229504"	"239.811561"	"-1273.098"	"-70.254431"	"0.053805"	"0.073488"	"0.415848"	"1.496053"	"277.517182"	"789.230993"	"0.260152"	"0.739848"
"smallMol_157"	"193.304199"	"11.214597"	"837.81042029"	"725.11177208"	"1.07700497"	"73548.77"	"3098.649"	"51709.1"	"52211.01"	"8.17549565"	"5242.647"	"7.47493245"	"-4.92457358"	"-3.59244406"	"-4.32637677"	"1087.708"	"854.424471"	"233.283233"	"621.141238"	"4803.968"	"-1311.627"	"6115.595"	"49.421155"	"-66.512994"	"115.934148"	"0.785528"	"4.416598"	"0.045436"	"0.214472"	"-1.205863"	"-0.06115"	"929.364079"	"5225.313"	"53.75577"	"253.743969"	"-1426.667"	"-72.346696"	"0.050802"	"0.069797"	"0.453995"	"1.645261"	"281.118742"	"806.588961"	"0.258451"	"0.741549"
"smallMol_158"	"95.907814"	"4.288464"	"366.74510687"	"314.66972417"	"1.03740515"	"6914.048"	"958.97133605"	"4507.644"	"5154.18"	"4.39027519"	"1579.222"	"3.73286502"	"2.44475944"	"2.59088385"	"1.11568518"	"580.61351"	"476.607361"	"104.006149"	"372.601212"	"793.933519"	"-173.253677"	"967.187195"	"22.626551"	"-18.004149"	"40.6307"	"0.820869"	"1.367404"	"0.03897"	"0.179131"	"-0.298398"	"-0.031009"	"276.724672"	"460.968527"	"13.137281"	"60.387375"	"-100.593425"	"-10.453452"	"0.126685"	"0.232178"	"1.399026"	"2.985233"	"60.947631"	"519.665879"	"0.104971"	"0.895029"
"smallMol_159"	"93.929604"	"6.489229"	"389.28654428"	"315.50091141"	"1.04092249"	"12993.31"	"701.61342994"	"8947.003"	"9396.004"	"5.37738091"	"1704.534"	"4.73690015"	"1.00365294"	"-4.57581995"	"0.70197975"	"627.227027"	"430.986051"	"196.240976"	"234.745074"	"990.79288"	"-451.137929"	"1441.931"	"36.59492"	"-34.687755"	"71.282675"	"0.687129"	"1.57964"	"0.058344"	"0.312871"	"-0.719258"	"-0.055303"	"270.3261"	"621.452073"	"22.953323"	"123.087644"	"-282.965902"	"-21.757098"	"0.109115"	"0.168385"	"1.133231"	"3.031016"	"145.914304"	"481.312724"	"0.232634"	"0.767366"
"smallMol_160"	"114.33847"	"6.97177"	"449.96861446"	"376.79559263"	"1.10011901"	"7632.948"	"2617.936"	"4653.87"	"5454.338"	"4.40731579"	"1291.741"	"5.41491948"	"-3.90466663"	"-3.1729602"	"-2.00181297"	"674.013298"	"470.539046"	"203.474252"	"267.064795"	"1107.317"	"-478.834878"	"1586.152"	"24.986853"	"-32.0722"	"57.059053"	"0.698115"	"1.642871"	"0.037072"	"0.301885"	"-0.710423"	"-0.047584"	"317.149574"	"746.346476"	"16.841471"	"137.144351"	"-322.741075"	"-21.617089"	"0.109816"	"0.148469"	"0.636564"	"3.022504"	"92.883397"	"581.129901"	"0.137806"	"0.862194"
"smallMol_161"	"79.926971"	"5.13142"	"321.39817142"	"261.86598987"	"0.97515907"	"3617.54"	"881.52442812"	"2207.372"	"2727.09"	"3.80229937"	"824.0043567"	"1.45083026"	"1.16556902"	"-0.16455929"	"0.84810231"	"513.136413"	"390.684852"	"122.451561"	"268.233291"	"518.791275"	"-162.603697"	"681.394971"	"21.378208"	"-9.534242"	"30.912449"	"0.761366"	"1.01102"	"0.041662"	"0.238634"	"-0.316882"	"-0.01858"	"200.474624"	"266.210694"	"10.969937"	"62.834355"	"-83.437878"	"-4.892366"	"0.081017"	"0.276734"	0	"1.541852"	"10.3834"	"502.753013"	"0.020235"	"0.979765"
"smallMol_162"	"60.126518"	"3.054374"	"274.74751883"	"219.09732927"	"1.16042489"	"3067.673"	"718.44710076"	"1888.607"	"2308.163"	"3.49880414"	"433.82343865"	"1.4134117"	"0.68450627"	"-0.61148978"	"1.0748321"	"446.392178"	"326.672867"	"119.719311"	"206.953556"	"776.744711"	"-284.661994"	"1061.407"	"29.322615"	"-37.90421"	"67.226825"	"0.731807"	"1.74005"	"0.065688"	"0.268193"	"-0.637695"	"-0.084912"	"145.824213"	"346.732764"	"13.089386"	"53.441764"	"-127.070887"	"-16.920143"	"0.139496"	"0.165548"	"1.078139"	"5.32135"	"173.975246"	"272.416932"	"0.389736"	"0.610264"
"smallMol_163"	"102.417885"	"6.316893"	"419.14728317"	"345.79841432"	"0.9817367"	"5022.374"	"1870.339"	"3001.511"	"3566.091"	"3.90772634"	"802.19017439"	"1.79685483"	"-0.23307222"	"-1.71109021"	"0.49652281"	"599.008736"	"472.42099"	"126.587746"	"345.833244"	"890.714744"	"-238.671916"	"1129.387"	"25.400439"	"-15.257206"	"40.657645"	"0.788671"	"1.486981"	"0.042404"	"0.211329"	"-0.398445"	"-0.025471"	"282.9843"	"533.545913"	"15.215085"	"75.827166"	"-142.966563"	"-9.1392"	"0.123951"	"0.195474"	0	"0.427537"	"37.223049"	"561.785687"	"0.062141"	"0.937859"
"smallMol_164"	"203.4021"	"11.662365"	"800.80984523"	"723.13404244"	"1.1172064"	"27742.07"	"6477.279"	"17510.4"	"20519.57"	"5.66813062"	"4389.548"	"0.98814956"	"-0.80332551"	"-0.44934276"	"0.35944227"	"948.029689"	"691.938908"	"256.090781"	"435.848127"	"3972.632"	"-1470.295"	"5442.926"	"40.186438"	"-53.94115"	"94.127588"	"0.729871"	"4.190409"	"0.042389"	"0.270129"	"-1.550895"	"-0.056898"	"655.978628"	"3766.173"	"38.097937"	"242.781664"	"-1393.883"	"-51.137811"	"0.062702"	"0.068276"	"0.257452"	"1.375315"	"216.995705"	"731.033984"	"0.228891"	"0.771109"
"smallMol_165"	"113.566078"	"8.027107"	"476.50516977"	"383.93809467"	"1.15008383"	"30715.52"	"988.59465468"	"21388.87"	"22022.31"	"6.8392008"	"4895.632"	"5.52334209"	"0.77304005"	"3.28608331"	"-4.37165568"	"758.363265"	"490.077034"	"268.286231"	"221.790802"	"2116.427"	"-1158.608"	"3275.036"	"22.320576"	"-92.759305"	"115.079881"	"0.64623"	"2.790783"	"0.029433"	"0.35377"	"-1.527775"	"-0.122315"	"371.656419"	"1605.021"	"16.927105"	"203.458422"	"-878.645918"	"-70.34525"	"0.328017"	"0.1314"	"0.084418"	"4.561591"	"161.563315"	"596.79995"	"0.213042"	"0.786958"
"smallMol_166"	"87.97699"	"3.14966"	"339.64582064"	"292.4492278"	"1.10918396"	"8249.545"	"576.30628122"	"5681.146"	"5953.776"	"4.5345641"	"1263.61"	"2.15876997"	"1.70857765"	"-0.89159142"	"-0.97268439"	"554.350676"	"417.796106"	"136.55457"	"281.241536"	"753.993833"	"-246.439118"	"1000.433"	"24.170895"	"-26.370915"	"50.541809"	"0.753668"	"1.360139"	"0.043602"	"0.246332"	"-0.444555"	"-0.047571"	"231.605554"	"417.976991"	"13.399152"	"75.699118"	"-136.613691"	"-14.618734"	"0.163503"	"0.19967"	"0.947764"	"1.703191"	"85.109488"	"469.241188"	"0.15353"	"0.84647"
"smallMol_167"	"115.812057"	"5.002234"	"443.50393269"	"370.2940715"	"1.15022093"	"15473.09"	"1480.401"	"10386.71"	"11372.83"	"4.89518964"	"2059.523"	"1.76487655"	"-0.76279075"	"0.67500235"	"-1.44128808"	"680.858384"	"433.498326"	"247.360059"	"186.138267"	"1049.859"	"-599.063866"	"1648.922"	"32.398727"	"-32.115797"	"64.514524"	"0.636694"	"1.541963"	"0.047585"	"0.363306"	"-0.879866"	"-0.04717"	"295.15097"	"714.804979"	"22.058945"	"168.41717"	"-407.877656"	"-21.866309"	"0.134689"	"0.126159"	"1.040988"	"0.965763"	"105.0993"	"575.759084"	"0.154363"	"0.845637"
