"Ligand"	"logS"	"pmi"	"rgyr"	"ASA"	"ASA+"	"ASA-"	"ASA_H"	"ASA_P"	"CASA+"	"CASA-"	"DASA"	"DCASA"	"FASA+"	"FASA-"	"FASA_H"	"FASA_P"	"FCASA+"	"FCASA-"	"VSA"	"vsurf_A"	"vsurf_CP"	"vsurf_CW1"	"vsurf_CW2"	"vsurf_CW3"	"vsurf_CW4"	"vsurf_CW5"	"vsurf_CW6"	"vsurf_CW7"	"vsurf_CW8"	"vsurf_D1"	"vsurf_D2"	"vsurf_D3"	"vsurf_D4"	"vsurf_D5"	"vsurf_D6"	"vsurf_D7"	"vsurf_D8"	"vsurf_DD12"	"vsurf_DD13"	"vsurf_DD23"	"vsurf_DW12"	"vsurf_DW13"	"vsurf_DW23"	"vsurf_EDmin1"	"vsurf_EDmin2"	"vsurf_EDmin3"	"vsurf_EWmin1"	"vsurf_EWmin2"	"vsurf_EWmin3"	"vsurf_G"	"vsurf_HB1"	"vsurf_HB2"	"vsurf_HB3"	"vsurf_HB4"	"vsurf_HB5"	"vsurf_HB6"	"vsurf_HB7"	"vsurf_HB8"	"vsurf_HL1"	"vsurf_HL2"	"vsurf_ID1"	"vsurf_ID2"	"vsurf_ID3"	"vsurf_ID4"	"vsurf_ID5"	"vsurf_ID6"	"vsurf_ID7"	"vsurf_ID8"	"vsurf_IW1"	"vsurf_IW2"	"vsurf_IW3"	"vsurf_IW4"	"vsurf_IW5"	"vsurf_IW6"	"vsurf_IW7"	"vsurf_IW8"	"vsurf_R"	"vsurf_S"	"vsurf_V"	"vsurf_W1"	"vsurf_W2"	"vsurf_W3"	"vsurf_W4"	"vsurf_W5"	"vsurf_W6"	"vsurf_W7"	"vsurf_W8"	"vsurf_Wp1"	"vsurf_Wp2"	"vsurf_Wp3"	"vsurf_Wp4"	"vsurf_Wp5"	"vsurf_Wp6"	"vsurf_Wp7"	"vsurf_Wp8"	"glob"	"vol"	"MoE_logP"
"smallMol_507"	"-1.8712699"	"2687.4683"	"3.3652995"	"490.65759"	"376.80786"	"113.84972"	"470.44797"	"20.20961"	"595.73322"	"180.11026"	"262.95813"	"415.62296"	"0.76796502"	"0.23203498"	"0.95881116"	"0.041188825"	"1.2141527"	"0.36707935"	"282.36337"	"4.2222409"	"0.17916758"	"2.6363699"	"1.7704308"	"0.93557024"	"0.44623652"	"0.21047105"	"0.096552148"	"0.039651301"	"0.017921153"	"621.125"	"354.375"	"283.625"	"255.5"	"223.625"	"159.375"	"69.25"	"28.375"	"0.70710677"	"0.5"	"0.5"	"0.5"	"0.5"	1	"-2.3075511"	"-2.2993853"	"-2.2931144"	"-7.9282227"	"-7.678247"	"-7.3700171"	"1.2780392"	"166.5"	"201.25"	"171.75"	"70.25"	"30.375"	"13.875"	"5.5"	"2.25"	"0.11943588"	"0.056262232"	"1.1901814"	"1.0959258"	"0.9005233"	"1.0240134"	"1.2506235"	"1.8013923"	"2.607415"	"2.189184"	"0.49770841"	"1.4776005"	"2.4933801"	"2.9619372"	"3.4262185"	"4.0356927"	"4.8054762"	"4.762589"	"1.3596113"	"436.4299"	"593.375"	"917.25"	"464.5"	"219.75"	"82.375"	"33.875"	"14.375"	"5.5"	"2.25"	"750.75"	"263.25"	48	"12.125"	"3.5"	"0.5"	0	0	"0.069989577"	"245.5"	"1.20474"
"smallMol_508"	"-6.8822398"	"21982.234"	"5.2062912"	"1023.8374"	"803.57343"	"218.2381"	"925.10352"	"98.733917"	"3881.2598"	"1055.1812"	"585.33533"	"2826.0786"	"0.78486431"	"0.21315698"	"0.90356487"	"0.096435152"	"3.7908945"	"1.030614"	"784.97894"	"2.6341381"	"0.1112628"	"2.3176332"	"1.7205476"	"0.99277377"	"0.51247305"	"0.24752139"	"0.10464516"	"0.029493513"	"0.0084628966"	1302	"779.875"	"610.75"	"529.75"	456	"324.875"	"172.5"	"78.875"	"0.5"	"0.5"	"0.70710677"	"0.70710677"	"6.8190908"	"6.4420495"	"-3.1078629"	"-2.9743159"	"-2.9628952"	"-7.5442681"	"-7.4156814"	"-7.0343165"	"1.459738"	339	"447.75"	"397.75"	"188.25"	"76.875"	"28.875"	"7.875"	"2.875"	"0.13282849"	"0.055922605"	"0.90287501"	"0.83573401"	"0.6977734"	"0.66363537"	"0.76259279"	"1.3537478"	"1.7249101"	"1.9515982"	"0.30114225"	"0.44228899"	"0.73403472"	"1.2222081"	"1.9379582"	"2.3049586"	"1.8565261"	"1.2456557"	"1.6545947"	"963.07574"	"1593.5"	"1834.625"	"1016.5"	"514.375"	206	"81.125"	"29.625"	"7.875"	"2.875"	"1495.625"	"568.75"	"116.625"	"17.75"	"4.25"	"0.75"	0	0	"0.2459638"	"776.75"	"5.1700001"
"smallMol_509"	"-6.9472098"	"23408.836"	"5.326848"	"1002.9352"	"774.65967"	"221.16476"	"843.53168"	"159.4035"	"3968.5815"	"1134.1329"	"553.49493"	"2834.4487"	"0.77239257"	"0.2205175"	"0.84106302"	"0.15893699"	"3.9569671"	"1.1308137"	"786.01477"	"3.430794"	"0.10586228"	"2.3709936"	"1.834163"	"1.1234471"	"0.59600288"	"0.25133798"	"0.066244572"	"0.014312127"	"0.0028388"	"1237.25"	"749.5"	"584.875"	"510.25"	"432.75"	"313.75"	"164.375"	"82.375"	"0.5"	"6.8738637"	"6.8190908"	"8.4409714"	"0.70710677"	"8.8459034"	"-3.3521483"	"-3.307085"	"-3.1785738"	"-7.0263648"	"-6.5034494"	"-6.3400149"	"1.4257386"	"384.5"	"506.875"	"433.875"	"201.625"	"67.25"	"16.5"	"3.875"	"0.75"	"0.1258816"	"0.034296915"	"1.0275282"	"1.0365636"	"1.0842898"	"1.1222981"	"1.2360779"	"1.683436"	"1.6891345"	"1.5136739"	"0.14487365"	"0.67202008"	"1.3157996"	"1.8653182"	"2.4336312"	"3.4917524"	"4.0326819"	"3.6090837"	"1.6931653"	"939.66022"	1591	"1881.75"	"1100.5"	"565.125"	"223.625"	"73.625"	"17.5"	"3.875"	"0.75"	"1497.25"	"593.625"	"131.25"	22	"6.375"	1	0	0	"0.19684651"	"781.875"	"4.7199998"
"smallMol_510"	"-6.1345601"	"17319.164"	"4.7928605"	"927.81"	"691.66504"	"227.59802"	"809.15247"	"118.65751"	"3254.9758"	"1071.5315"	"464.06705"	"2183.4443"	"0.74548137"	"0.24530673"	"0.87211013"	"0.12788989"	"3.5082355"	"1.1549041"	"718.05151"	"5.0428882"	"0.098730028"	"2.4049997"	"1.8438816"	"1.100228"	"0.61606812"	"0.32543609"	"0.16523838"	"0.063974746"	"0.017914014"	1165	"700.375"	"548.375"	"471.75"	"406.25"	"308.75"	"167.5"	"84.375"	"0.5"	"0.70710677"	"0.86602539"	"0.70710677"	"8.3815269"	"8.2006102"	"-3.0209506"	"-2.953084"	"-2.9519055"	"-7.3696604"	"-7.3304496"	"-6.9125137"	"1.3799536"	"320.25"	"400.875"	"363.375"	"184.375"	"84.75"	"39.25"	14	"4.25"	"0.18782768"	"0.094594598"	"1.366359"	"1.4173062"	"1.3993237"	"1.484849"	"1.6184936"	"2.0119841"	"2.2491312"	"1.8882449"	"0.41114733"	"1.2361416"	"2.338006"	"3.0688012"	"3.7003038"	"4.6374288"	"5.2910271"	"5.957973"	"1.7022737"	"861.20111"	1466	"1780.375"	"1036.625"	"545.125"	"229.125"	103	"44.625"	"15.75"	"4.5"	"1460.125"	"635.75"	"181.75"	"44.75"	"18.25"	"5.375"	"1.75"	"0.25"	"0.27072367"	"725.125"	"3.5829999"
"smallMol_511"	"-7.0107002"	"17331.268"	"4.7169495"	"942.87836"	"730.46484"	"204.90483"	"874.57422"	"68.3041"	"3300.9705"	"926.57965"	"525.56"	"2374.3909"	"0.77471799"	"0.21731842"	"0.92755789"	"0.072442114"	"3.5009506"	"0.98271388"	"749.34308"	"4.5849266"	"0.16656324"	"2.3304417"	"1.6729606"	"0.85074997"	"0.41804758"	"0.18332797"	"0.073825978"	"0.02594668"	"0.006235146"	1312	"780.125"	"608.25"	"535.25"	"470.25"	"363.625"	"181.625"	"85.75"	"0.70710677"	"0.5"	"0.5"	"0.5"	"0.5"	1	"-3.1112974"	"-2.9690766"	"-2.8250806"	"-8.0455933"	"-7.7249079"	"-7.1954222"	"1.3790432"	270	"317.875"	"283.75"	"136.875"	"51.375"	"19.375"	"6.875"	"1.625"	"0.088779286"	"0.036665108"	"1.2839247"	"1.3395697"	"1.3648601"	"1.4243424"	"1.4895275"	"1.4747767"	"1.5402079"	"1.7467562"	"0.13473883"	"0.94108427"	"1.836259"	"2.5996759"	"3.266582"	"3.5638413"	"3.4136243"	"4.1691566"	"1.7233987"	"880.96271"	"1518.25"	"1661.625"	"845.125"	"390.375"	"147.5"	54	"19.625"	"6.875"	"1.625"	"1391.625"	"527.25"	"106.625"	"10.625"	"2.625"	"0.25"	0	0	"0.29006228"	"748.5"	"5.013"
"smallMol_512"	"-3.4146099"	"4333.6265"	"3.5222201"	"518.36743"	"350.5726"	"167.79485"	"379.99045"	"138.377"	"782.1275"	"374.35028"	"182.77777"	"407.77719"	"0.67630136"	"0.32369864"	"0.73305231"	"0.26694772"	"1.5088283"	"0.72217166"	"329.07587"	"2.9721375"	"0.087135203"	"2.7881625"	"2.4715617"	"1.8334478"	"0.82396352"	"0.34555164"	"0.16367607"	"0.057980791"	"0.028961316"	"588.375"	"339.125"	"244.5"	"194.375"	"153.875"	"121.25"	"72.875"	"44.125"	"0.5"	"0.5"	"0.70710677"	"0.5"	"0.70710677"	"0.5"	"-2.6300609"	"-2.5533006"	"-2.540134"	"-8.2153435"	"-7.8256431"	"-7.7106457"	"1.2583374"	372	"513.25"	"409.875"	"157.75"	"58.75"	"23.5"	"8.25"	3	"0.24079755"	"0.12090032"	"0.7689895"	"0.88902301"	"0.95118386"	"0.93209982"	"1.0423288"	"1.2649735"	"1.6975112"	"1.91449"	"0.56851923"	"0.45222396"	"0.54876041"	"1.5812595"	"2.8192167"	"3.0949757"	"3.9504077"	"3.9018116"	"1.4481609"	"472.58215"	"684.375"	"1227.375"	"830.25"	"460.5"	160	"58.875"	"23.5"	"8.25"	3	"855.375"	317	"50.625"	"2.25"	"0.125"	0	0	0	"0.1957161"	"301.125"	"0.375"
"smallMol_513"	"-4.37923"	"3747.1819"	"3.4861205"	"531.5376"	"289.12546"	"242.41214"	"434.79861"	"96.738976"	"502.21091"	"420.34265"	"46.713306"	"81.868248"	"0.54394168"	"0.45605832"	"0.81800163"	"0.18199836"	"0.94482666"	"0.79080516"	"319.47433"	"2.78532"	"0.19583607"	"2.6580665"	"1.9542344"	"1.125288"	"0.48444143"	"0.20706064"	"0.067548603"	"0.0079706265"	0	761	"446.5"	"342.75"	"299.125"	"256.125"	"204.875"	"102.5"	"49.5"	"0.70710677"	"0.70710677"	"1.4142135"	"0.70710677"	"0.70710677"	"0.70710677"	"-2.7448545"	"-2.7097631"	"-2.6900811"	"-5.6430717"	"-5.5617485"	"-5.4637904"	"1.2641195"	284	336	"246.75"	"91.375"	"31.75"	"8.75"	"0.875"	0	"0.092633113"	"0.029251985"	"0.83643985"	"0.73761499"	"0.79357511"	"0.90845984"	"1.0908122"	"1.1695673"	"0.83670944"	"1.0147634"	"0.29673639"	"1.0876607"	"1.5781829"	"2.052969"	"1.9936551"	"2.2969749"	"2.3001249"	0	"1.4501739"	"480.45963"	"696.75"	"1099.375"	"587.875"	"276.125"	"92.25"	"31.75"	"8.75"	"0.875"	0	"815.375"	"251.875"	"29.375"	"0.875"	0	0	0	0	"0.14842469"	"296.625"	"3.431"
"smallMol_514"	"-0.83699"	"13407.273"	"6.2852049"	"660.30011"	"508.17673"	"152.12341"	"513.7027"	"146.59746"	"1420.8621"	"425.94556"	"356.05331"	"994.91656"	"0.76961476"	"0.23038526"	"0.77798361"	"0.22201639"	"2.1518428"	"0.64507872"	"385.39191"	"2.3486214"	"0.062861733"	"2.7602632"	"2.3967481"	"1.4327147"	"0.70313948"	"0.34222978"	"0.1284925"	"0.048815746"	"0.015859079"	"767.75"	"447.625"	"331.625"	"279.5"	"238.75"	192	"123.125"	"59.25"	"0.5"	"0.70710677"	"1.118034"	"0.70710677"	"0.5"	"0.86602539"	"-2.2948718"	"-2.2892923"	"-2.2710807"	"-7.905376"	"-7.6510673"	"-7.476222"	"1.4203056"	"362.125"	"453.5"	"343.875"	"140.625"	"58.875"	"21.375"	8	"2.375"	"0.21258952"	"0.083184257"	"1.2195096"	"1.25625"	"0.96049845"	"1.0486851"	"1.3597963"	"1.988659"	"2.7246482"	"1.958227"	"0.13993123"	"0.36179441"	"1.1669691"	"1.4110585"	"1.6575371"	"2.9039531"	"3.6119716"	"3.7223396"	"1.3461035"	"587.15765"	"790.375"	"1454.75"	"924.125"	"462.625"	177	"70.5"	"23.25"	8	"2.375"	"1092.625"	"470.625"	"118.75"	"36.375"	"11.625"	"1.875"	0	0	"0.012501212"	"329.25"	"-0.75"
"smallMol_515"	"-0.88103002"	"2002.2716"	"3.0788813"	"414.43356"	"307.80368"	"106.62988"	"305.64438"	"108.78919"	"568.20563"	"196.94539"	"201.17381"	"371.26022"	"0.74270934"	"0.25729063"	"0.73749906"	"0.26250091"	"1.3710415"	"0.47521582"	"226.4774"	"3.8584857"	"0.064205579"	"2.9657252"	"2.5865097"	"1.6825728"	"0.89000356"	"0.47940436"	"0.22621891"	"0.12437342"	"0.063248217"	"434.875"	"248.875"	"187.875"	"153.375"	"121.625"	"97.25"	"55.125"	"26.25"	"0.70710677"	"1.5811388"	"1.2247449"	"0.5"	"0.70710677"	"0.5"	"-2.3620217"	"-2.3390315"	"-2.298548"	"-8.2210102"	"-7.7909765"	"-7.7363501"	"1.2459823"	225	"308.25"	"253.125"	"122.75"	"59.625"	"29.25"	"14.625"	"6.5"	"0.36127743"	"0.19478403"	"1.3586005"	"1.3121499"	"1.2461928"	"1.3978209"	"1.6429712"	"1.9494222"	"2.6623077"	"2.7796862"	"0.50184363"	"0.92570055"	"1.6032329"	"2.2344303"	"2.9180913"	"3.8434234"	"4.6592832"	"4.9514298"	"1.2895362"	"363.79358"	"469.125"	"990.75"	"655.75"	"354.625"	"150.5"	"67.875"	"29.875"	"14.625"	"6.5"	"765.75"	"347.5"	"101.5"	"27.75"	"8.25"	"0.625"	0	0	"0.085339904"	"189.5"	"-0.49900001"
"smallMol_516"	"-3.45274"	"4109.3989"	"3.6685681"	"544.36749"	"377.50317"	"166.86432"	"510.30246"	"34.065029"	"617.59521"	"273.49063"	"210.63885"	"344.10458"	"0.69347119"	"0.30652881"	"0.93742275"	"0.06257727"	"1.1345189"	"0.5024007"	"328.27176"	"4.4115686"	"0.19845439"	"2.6722074"	"2.0333698"	"1.0941546"	"0.42980623"	"0.23573364"	"0.1133505"	"0.030069277"	"0.0078099398"	"894.5"	"541.25"	"413.5"	"353.5"	"306.75"	"250.125"	"158.375"	"89.875"	"0.5"	"0.5"	"0.70710677"	"0.5"	"0.5"	"0.70710677"	"-2.9262877"	"-2.8810039"	"-2.8684082"	"-7.4119148"	"-7.362422"	"-7.2139788"	"1.2961533"	"258.625"	"281.75"	"224.875"	"95.5"	"40.25"	"16.625"	"4.125"	"1.375"	"0.097339779"	"0.047029704"	"0.428799"	"0.33934897"	"0.52822089"	"0.82802534"	"1.0813873"	"0.95183492"	"0.55286038"	"0.97784793"	"1.2842517"	"2.6841877"	"3.8474071"	"4.3572149"	"3.9221859"	"3.2961919"	"2.2468138"	"3.045758"	"1.4231591"	"498.80225"	"709.875"	"1193.625"	"637.625"	"285.375"	"95.5"	"40.25"	"16.625"	"4.125"	"1.375"	935	"355.875"	"60.5"	0	0	0	0	0	"0.1145408"	"296.125"	"1.852"
"smallMol_517"	"-0.2203"	"3965.3386"	"3.4543512"	"537.19714"	"390.52454"	"146.67261"	"296.98996"	"240.20718"	"1450.0176"	"544.5954"	"243.85193"	"905.42224"	"0.72696692"	"0.27303311"	"0.55285096"	"0.44714904"	"2.699228"	"1.0137719"	"337.31659"	"1.2445869"	"0.023226531"	"2.8254955"	"2.5008781"	"2.0526125"	"1.3464117"	"0.77500415"	"0.35020557"	"0.12299904"	"0.050474916"	"369.75"	"203.75"	"148.75"	"116.125"	"89.125"	"57.25"	"27.25"	"14.5"	"9.3808317"	"0.5"	"9.6046867"	"0.5"	"0.5"	"0.70710677"	"-2.1846168"	"-2.1425638"	"-2.0863943"	"-10.330157"	"-10.295844"	"-9.4303017"	"1.317976"	"366.875"	"487.625"	"388.125"	"200.625"	"93.375"	"38.375"	"17.25"	"7.25"	"0.91092438"	"0.45748118"	"0.98353207"	"1.1423625"	"1.1746565"	"1.3126985"	"1.4428194"	"1.3354175"	"2.1793945"	"2.6258998"	"0.15917969"	"0.25627285"	"0.30306765"	"0.51350737"	"0.37102905"	"0.83316058"	"1.8015223"	"2.2323873"	"1.368686"	"485.04553"	"663.875"	"1317.25"	"981.875"	"627.5"	297	"135.5"	"53.125"	19	"7.25"	"950.375"	"494.25"	"239.375"	"96.375"	"42.125"	"14.75"	"1.75"	0	"0.25157571"	"287.25"	"-2.7839999"
"smallMol_518"	"-0.66157001"	"2951.8687"	"3.3234849"	"454.09137"	"282.12421"	"171.96715"	"348.56479"	"105.52659"	"544.21759"	"331.89661"	"110.15707"	"212.32101"	"0.62129396"	"0.37870607"	"0.76760936"	"0.23239064"	"1.198476"	"0.73090267"	"266.04514"	"4.0586576"	"0.045525782"	"2.9968042"	"2.6074815"	"1.9825164"	"1.2015277"	"0.62668908"	"0.23621857"	"0.085000999"	"0.033554289"	"442.875"	"262.125"	"193.625"	155	"126.25"	"97.875"	"67.625"	"44.125"	"0.5"	"0.5"	"0.70710677"	"0.5"	"0.5"	"0.70710677"	"-2.8538444"	"-2.7412906"	"-2.7372026"	"-7.4197078"	"-7.3417063"	"-7.2328129"	"1.2527066"	"432.375"	549	"430.125"	"206.25"	83	30	"9.875"	"3.5"	"0.45577791"	"0.1967742"	"1.7480989"	"1.8420753"	"1.990651"	"2.1744792"	"2.4238586"	"2.3544168"	"2.1211426"	"1.9017919"	"0.83409125"	"1.2847302"	"1.6828524"	"1.9028095"	"2.2240791"	"3.2971759"	"4.7129383"	"4.7351122"	"1.3576539"	"409.80624"	"556.375"	1231	"868.75"	"509.375"	"222.125"	"88.25"	"30.5"	"9.875"	"3.5"	"798.625"	"319.75"	"79.25"	"15.875"	"5.25"	"0.5"	0	0	"0.069234662"	"230.625"	"-2.075"
"smallMol_519"	"-5.1680298"	"12036.283"	"5.3988357"	"658.2901"	"438.26764"	"220.02246"	"534.67535"	"123.61472"	"848.92444"	"425.9635"	"218.24518"	"422.96091"	"0.66576672"	"0.33423328"	"0.81221849"	"0.18778154"	"1.2895901"	"0.64707565"	"408.3627"	"5.3369508"	"0.15713365"	"2.704582"	"2.2635658"	"1.1953132"	"0.40567076"	"0.2149419"	"0.098887481"	"0.023655908"	0	"1061.625"	"647.125"	"476.125"	"392.75"	"340.25"	292	"203.5"	"130.125"	"6.5383482"	"0.5"	"6.3639612"	"11.575837"	"0.86602539"	"12.196311"	"-2.6345916"	"-2.6168308"	"-2.6124892"	"-5.9407611"	"-5.8861499"	"-5.6795588"	"1.3553102"	"333.5"	"360.5"	"272.125"	"92.875"	"40.375"	"16.375"	4	0	"0.095038071"	"0.042647995"	"0.91766918"	"0.82774854"	"0.88843042"	"1.0746392"	"1.2481328"	"1.2372862"	"0.7051208"	"0.60464096"	"0.80430782"	"1.6071075"	"2.5730577"	"4.5050688"	"4.5581274"	"4.2091007"	"4.0817933"	0	"1.4588199"	"599.20007"	"874.125"	"1505.625"	856	"356.25"	"106.875"	"45.25"	"16.75"	4	0	"1172.125"	"495.5"	"84.125"	14	"4.875"	"0.375"	0	0	"0.042309619"	377	"3.938"
"smallMol_520"	"1.54655"	"1958.2025"	"2.6827025"	"400.48114"	"254.2003"	"146.28082"	"239.4137"	"161.06743"	"665.75061"	"383.54834"	"107.91947"	"282.20224"	"0.63473725"	"0.36526272"	"0.59781516"	"0.40218481"	"1.6623769"	"0.95771885"	"241.66487"	"4.2725911"	"0.031499278"	"3.0322437"	"2.6980321"	"2.0754263"	"1.2903265"	"0.79341477"	"0.39867249"	"0.12664627"	"0.039836984"	"326.125"	"176.625"	"122.625"	"99.75"	"79.375"	60	"28.75"	11	"1.118034"	"0.5"	"0.70710677"	"0.5"	"0.5"	"0.70710677"	"-2.0313737"	"-2.0313485"	"-2.0286903"	"-8.8308067"	"-8.6479216"	"-7.8663278"	"1.2028605"	"306.75"	419	"352.875"	"180.75"	"91.25"	"40.5"	"13.125"	"3.625"	"0.80428135"	"0.41228071"	"2.4304872"	"2.5203261"	"2.6454592"	"2.8289485"	"3.0904303"	"3.5390737"	"3.6798186"	"3.9635136"	"0.52676731"	"0.63681859"	"1.0232103"	"1.4509027"	"1.7381446"	"2.2267101"	"2.9905887"	"3.4412856"	"1.320282"	"343.10852"	453	"1007.875"	"733.375"	"446.25"	"206.625"	"98.625"	"41.125"	"13.125"	"3.625"	"701.125"	"314.375"	"93.375"	"25.875"	"7.375"	"0.625"	0	0	"0.20424531"	"195.25"	"-3.651"
"smallMol_521"	"-2.0409601"	"4830.0469"	"4.0997772"	"553.5097"	"395.58719"	"157.92249"	"462.91342"	"90.596275"	"705.33197"	"281.73373"	"237.6647"	"423.59824"	"0.71468884"	"0.28531116"	"0.83632398"	"0.16367605"	"1.2742902"	"0.50899512"	"330.68805"	"4.7300687"	"0.16800185"	"2.7359452"	"2.1171088"	"1.0804462"	"0.4419997"	"0.22295117"	"0.097243205"	"0.020844702"	0	"759.25"	"465.75"	"352.125"	"298.375"	"261.75"	"203.375"	"141.25"	80	"0.5"	"0.5"	"0.70710677"	"0.5"	"0.70710677"	"0.5"	"-2.394851"	"-2.3902314"	"-2.3684692"	"-5.773488"	"-5.7264242"	"-5.6424751"	"1.3052965"	"282.5"	"279.375"	"183.125"	"69.875"	"31.125"	"13.25"	3	0	"0.11075612"	"0.046920821"	"0.9733268"	"0.95805591"	"1.205675"	"1.4968109"	"1.5714684"	"1.0237242"	"1.0496144"	"0.7874015"	"0.53073758"	"1.4222821"	"2.3348424"	"3.3805127"	"3.6684663"	"4.0555921"	"3.617686"	0	"1.4081959"	"498.77652"	"702.375"	"1193.375"	"668.125"	"282.125"	96	39	14	3	0	"910.875"	"388.75"	99	"26.125"	"7.875"	"0.75"	0	0	"0.053453736"	"293.375"	"2.0139999"
"smallMol_522"	"-3.7563"	"4229.4072"	"3.7092829"	"587.64001"	"412.75485"	"174.88513"	"553.55603"	"34.083988"	"661.23328"	"280.86554"	"237.86972"	"380.36777"	"0.70239407"	"0.2976059"	"0.94199854"	"0.058001477"	"1.1252353"	"0.4779551"	"353.89981"	"3.6572495"	"0.32588652"	"2.5001507"	"1.5418292"	"0.67156011"	"0.24659741"	"0.13119066"	"0.050654799"	"0.0075477557"	0	"904.875"	"543.125"	"429.625"	"388.375"	"348.625"	"260.625"	"145.625"	"74.25"	"0.70710677"	"0.86602539"	"1.5"	"0.86602539"	"0.70710677"	"0.5"	"-2.8077109"	"-2.7795961"	"-2.7064736"	"-5.4811454"	"-5.3761172"	"-5.3756785"	"1.3264955"	"170.125"	"162.25"	"142.375"	58	"22.125"	"7.125"	1	0	"0.051498398"	"0.018345671"	"0.43428573"	"0.54674911"	"0.65987217"	"0.68552393"	"0.71959907"	"0.61955416"	"0.7662279"	"1.4092804"	"0.27444834"	"1.0215067"	"1.8803687"	"2.9549139"	"3.0166817"	"3.5730808"	"5.055057"	0	"1.4239197"	"535.23029"	"762.125"	"1053.125"	"465.875"	182	58	"22.125"	"7.125"	1	0	883	"303.625"	"39.625"	0	0	0	0	0	"0.08598084"	"318.875"	"2.5599999"
"smallMol_523"	"-1.01911"	"5097.7222"	"3.6209004"	"556.34125"	"375.13641"	"181.2048"	"455.69418"	"100.64706"	"949.09515"	"458.81058"	"193.93161"	"490.28458"	"0.67429197"	"0.32570803"	"0.81909114"	"0.18090887"	"1.7059587"	"0.82469273"	"371.17706"	"2.2096143"	"0.080558419"	"2.6677313"	"2.1296647"	"1.3068048"	"0.73671234"	"0.43137655"	"0.22425514"	"0.098586567"	"0.02959789"	"748.375"	429	321	"272.25"	"231.75"	"184.375"	"93.375"	"40.875"	"0.86602539"	"1.8708287"	"2.6925824"	"0.5"	"0.86602539"	"1.2247449"	"-2.508569"	"-2.502836"	"-2.4402559"	"-8.9765787"	"-8.8128605"	"-8.2903337"	"1.2684832"	"309.875"	"406.125"	"365.375"	"179.875"	"83.5"	"36.5"	"14.375"	"4.875"	"0.26012462"	"0.13406795"	"0.25932312"	"0.22353449"	"0.32719147"	"0.4720239"	"0.68903899"	"0.67594695"	"0.9419052"	"1.5022092"	"0.54487693"	"0.98476624"	"1.4213552"	"1.7409984"	"2.0569754"	"2.6805122"	"3.7859282"	"6.0241299"	"1.4892849"	"511.99072"	"762.5"	1252	"756.25"	"407.375"	"180.375"	"83.5"	"36.5"	"14.375"	"4.875"	"942.125"	"350.125"	42	"0.5"	0	0	0	0	"0.19979991"	"340.125"	"-0.24947"
"smallMol_524"	"-5.6353798"	"9306.8262"	"4.4759626"	"712.15662"	"454.23923"	"257.91739"	"591.38135"	"120.77524"	"1198.7373"	"681.41772"	"196.32185"	"517.31964"	"0.63783616"	"0.36216384"	"0.83040917"	"0.16959085"	"1.6832496"	"0.95683688"	"465.52304"	"2.3364408"	"0.14325911"	"2.5460641"	"1.9714735"	"1.3253776"	"0.61832088"	"0.26663136"	"0.090015016"	"0.022364695"	"0.0061941673"	"1012.375"	"608.25"	471	"400.5"	"340.875"	268	"153.625"	"93.875"	"0.5"	"0.5"	"0.70710677"	"0.70710677"	"0.70710677"	"0.70710677"	"-3.1246953"	"-3.0792339"	"-2.9821372"	"-6.5183401"	"-6.4870939"	"-6.4760194"	"1.3743855"	"232.875"	"283.875"	"273.375"	"121.375"	"45.75"	17	"4.125"	"1.125"	"0.12393843"	"0.045255929"	"0.45219365"	"0.32815927"	"0.35728928"	"0.35408533"	"0.40956965"	"0.5103144"	"0.35003918"	"0.43686596"	"0.26870251"	"0.37139145"	"0.35382569"	"0.77700943"	"2.1185637"	"4.2452893"	"7.7560763"	"8.6830435"	"1.4919086"	"653.52533"	975	"1503.625"	"888.25"	"476.5"	"163.25"	"58.375"	"18.125"	"4.125"	"1.125"	"1270.75"	"604.375"	"203.125"	"41.875"	"12.625"	"1.125"	0	0	"0.29702848"	"425.625"	"3.599"
"smallMol_525"	"-3.33234"	"2863.6707"	"3.3487618"	"522.27051"	"345.4162"	"176.85428"	"514.6239"	"7.6465607"	"436.95148"	"223.01324"	"168.56192"	"213.93825"	"0.66137415"	"0.33862585"	"0.98535901"	"0.014640998"	"0.83663833"	"0.4270072"	"317.9595"	"5.8787799"	"0.47720078"	"2.5545187"	"1.5971227"	"0.62186098"	"0.23124044"	"0.087609917"	"0.026242295"	"0.002531613"	0	"757.125"	"455.5"	"358.375"	323	"290.625"	"217.5"	"114.625"	"56.625"	"0.70710677"	"1.8027756"	"1.118034"	"0.70710677"	"0.5"	"0.86602539"	"-2.4066563"	"-2.3722744"	"-2.366878"	"-5.1943746"	"-5.0866246"	"-5.0780983"	"1.2776937"	"136.625"	137	"90.625"	"29.125"	"8.25"	3	"0.5"	0	"0.03557726"	"0.011609907"	"0.8477298"	"0.70175427"	"0.67254084"	"0.79637921"	"0.99271166"	"1.6414529"	"1.2717876"	"0.99855226"	"0.44875363"	"1.8211231"	"3.8278635"	"4.9097657"	"5.2944489"	"5.8471303"	"5.8185973"	0	"1.4183639"	"474.57846"	"673.125"	927	"410.125"	"143.625"	"41.875"	"12.75"	"3.75"	"0.5"	0	"790.375"	"273.125"	53	"12.75"	"4.5"	"0.75"	0	0	"0.15872648"	"285.5"	"4.118"
